CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. Rating,Count of Rating
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,June 2017,NL,EA,4.666666667,21
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,July 2017,NL,EA,3.8,20
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,August 2017,NL,EA,4.578947368,19
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,September 2017,NL,EA,4.5,20
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,October 2017,NL,EA,4.666666667,18
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,November 2017,NL,EA,4.714285714,14
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,December 2017,NL,EA,5,11
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,January 2018,NL,EA,4.190476190,21
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,February 2018,NL,EA,4.333333333,12
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.636363636,33
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.636363636,33
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.870370370,54
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.696969697,66
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.759259259,54
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.701754386,57
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.870967742,62
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.833333333,72
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.636363636,66
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.784615385,65
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.803921569,51
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.573770492,61
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.823529412,51
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.822784810,79
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.872549020,102
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.865168539,89
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.888888889,81
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.852459016,122
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.95,80
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.841121495,107
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.944444444,90
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.962962963,81
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.897959184,98
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.958333333,72
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.897435897,78
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.974025974,77
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,February 2017,NL,EA,4.695652174,46
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,March 2017,NL,EA,4.714285714,56
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,April 2017,NL,EA,4.629032258,62
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,May 2017,NL,EA,4.775862069,58
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,June 2017,NL,EA,4.808219178,73
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,July 2017,NL,EA,4.727272727,55
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,August 2017,NL,EA,4.7875,80
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,September 2017,NL,EA,4.6875,64
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,October 2017,NL,EA,4.818181818,88
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,November 2017,NL,EA,4.746478873,71
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,December 2017,NL,EA,4.902439024,41
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,January 2018,NL,EA,4.833333333,66
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,February 2018,NL,EA,4.797297297,74
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.613636364,88
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.611764706,85
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.550561798,89
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.487804878,82
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.549019608,102
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.531645570,79
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.480392157,102
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.595238095,84
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.632911392,79
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.618421053,76
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.536585366,82
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.569892473,93
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.514285714,70
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,February 2017,NL,EA,4.938775510,49
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,March 2017,NL,EA,4.775862069,58
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,April 2017,NL,EA,4.794117647,68
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,May 2017,NL,EA,4.736263736,91
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,June 2017,NL,EA,4.75,64
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,July 2017,NL,EA,4.739726027,73
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,August 2017,NL,EA,4.813084112,107
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,September 2017,NL,EA,4.95,60
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,October 2017,NL,EA,4.833333333,84
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,November 2017,NL,EA,4.924242424,66
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,December 2017,NL,EA,4.709090909,55
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,January 2018,NL,EA,4.948275862,58
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,February 2018,NL,EA,4.827586207,58
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.5,16
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.555555556,18
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.925925926,27
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,5,22
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.739130435,23
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.692307692,13
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.617647059,34
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.909090909,22
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.384615385,13
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.9375,16
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.6,15
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.7,20
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.117647059,17
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,February 2017,NL,EA,4.775,40
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,March 2017,NL,EA,4.833333333,48
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,April 2017,NL,EA,4.571428571,42
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,May 2017,NL,EA,4.576271186,59
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,June 2017,NL,EA,4.483870968,62
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,July 2017,NL,EA,4.530612245,49
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,August 2017,NL,EA,4.432835821,67
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,September 2017,NL,EA,4.507936508,63
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,October 2017,NL,EA,4.655737705,61
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,November 2017,NL,EA,4.837209302,43
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,December 2017,NL,EA,4.808510638,47
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,January 2018,NL,EA,4.744680851,47
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,February 2018,NL,EA,4.878787879,33
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.6875,48
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.770491803,61
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.796296296,54
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.814814815,54
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.693333333,75
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.802816901,71
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.594594595,74
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.851351351,74
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.672727273,55
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.686274510,51
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.728813559,59
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.586206897,58
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.828571429,70
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,5,16
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.75,8
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.944444444,18
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.954545455,22
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.96,25
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.862068966,29
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,5,21
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.944444444,18
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,5,25
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.916666667,24
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.944444444,18
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.837837838,37
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.916666667,24
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.709677419,31
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.607142857,28
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.866666667,15
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.809523810,21
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.666666667,24
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.681818182,22
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.816326531,49
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.6,35
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.565217391,23
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.736842105,19
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.9,20
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.24,25
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.708333333,24
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.6,15
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.538461538,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,5,7
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.6,5
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.307692308,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.636363636,11
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.727272727,11
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.315789474,19
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.8125,16
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.538461538,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,3.714285714,7
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.538461538,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4,9
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,February 2017,NL,EA,4.708333333,24
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,March 2017,NL,EA,4.777777778,27
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,April 2017,NL,EA,4.866666667,30
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,May 2017,NL,EA,4.666666667,21
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,June 2017,NL,EA,4.788461538,52
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,July 2017,NL,EA,4.696969697,33
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,August 2017,NL,EA,4.8125,48
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,September 2017,NL,EA,4.744186047,43
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,October 2017,NL,EA,4.790697674,43
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,November 2017,NL,EA,4.783783784,37
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,December 2017,NL,EA,4.763157895,38
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,January 2018,NL,EA,4.8,30
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,February 2018,NL,EA,4.709677419,31
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,February 2017,NL,EA,4.6875,16
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,March 2017,NL,EA,4.7,20
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,April 2017,NL,EA,4.666666667,18
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,May 2017,NL,EA,4.368421053,19
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,June 2017,NL,EA,4.423076923,26
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,July 2017,NL,EA,4.545454545,22
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,August 2017,NL,EA,4.875,32
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,September 2017,NL,EA,4.518518519,27
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,October 2017,NL,EA,4.516129032,31
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,November 2017,NL,EA,4.761904762,21
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,December 2017,NL,EA,4.785714286,28
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,January 2018,NL,EA,4.586206897,29
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,February 2018,NL,EA,4.642857143,42
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.659574468,47
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.647058824,51
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.527777778,36
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.840909091,44
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.818181818,44
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.576923077,52
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.362068966,58
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.660714286,56
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.72,50
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.806451613,31
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.657894737,38
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.564102564,39
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.5,30
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.869565217,46
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.867924528,53
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.762711864,59
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.804347826,46
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.802631579,76
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.701754386,57
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.807692308,78
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.826666667,75
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.691358025,81
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.825396825,63
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.836363636,55
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.795180723,83
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.783333333,60
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.6,55
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.680555556,72
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.577464789,71
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.709677419,62
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.597014925,67
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.705882353,68
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.703125,64
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.780821918,73
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.8,60
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.846153846,78
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.551724138,58
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.685714286,70
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.636363636,77
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.948717949,39
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.873015873,63
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.826923077,52
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.804347826,46
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.726190476,84
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.854166667,48
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.575,80
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.836363636,55
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.833333333,72
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.854838710,62
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.743243243,74
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.651515152,66
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.951219512,41
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.714285714,70
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.762886598,97
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.702702703,74
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.575757576,66
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.701149425,87
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.694444444,72
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.7875,80
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.617647059,68
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.861538462,65
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.741935484,62
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.573770492,61
