CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. Rating,Count of Rating
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.476923077,65
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.641509434,53
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.833333333,36
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.820512821,39
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.823529412,34
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.491803279,61
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.684210526,57
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.625,48
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.633333333,60
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.326086957,46
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.521126761,71
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.48,50
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.551020408,49
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.416666667,60
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.55,40
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.866666667,15
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.554455446,101
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.551724138,58
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.356164384,73
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.584615385,65
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.280701754,57
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.448275862,58
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.590361446,83
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.594202899,69
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.644067797,59
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.563636364,55
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.568181818,44
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.618181818,55
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,February 2017,NL,EA,4.375,8
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,March 2017,NL,EA,4.727272727,11
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,April 2017,NL,EA,4.571428571,7
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,May 2017,NL,EA,4.5,2
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,June 2017,NL,EA,4.4,10
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,July 2017,NL,EA,5,5
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,August 2017,NL,EA,4.727272727,11
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,September 2017,NL,EA,4.444444444,9
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,October 2017,NL,EA,4.2,5
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,November 2017,NL,EA,4.4,5
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,December 2017,NL,EA,4.666666667,6
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,January 2018,NL,EA,4.142857143,7
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,February 2018,NL,EA,4.3,10
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.673913043,46
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.706896552,58
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.816666667,60
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.759259259,54
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.833333333,54
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.763636364,55
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.757575758,66
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.819672131,61
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.769230769,52
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.818181818,55
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.785714286,56
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.833333333,42
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.820512821,39
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.618181818,55
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.534482759,58
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.137254902,51
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.622641509,53
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.639344262,61
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.654545455,55
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.661971831,71
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.706666667,75
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.742857143,70
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.784615385,65
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.531914894,47
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.590909091,66
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.792207792,77
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,February 2017,NL,EA,4.447368421,38
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,March 2017,NL,EA,4.608695652,46
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,April 2017,NL,EA,4.617647059,34
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,May 2017,NL,EA,4.522727273,44
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,June 2017,NL,EA,4.58,50
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,July 2017,NL,EA,4.526315789,57
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,August 2017,NL,EA,4.568965517,58
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,September 2017,NL,EA,4.442622951,61
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,October 2017,NL,EA,4.764705882,51
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,November 2017,NL,EA,4.820512821,39
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,December 2017,NL,EA,4.722222222,36
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,January 2018,NL,EA,4.790697674,43
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,February 2018,NL,EA,4.756756757,37
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.428571429,49
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.507936508,63
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.578947368,76
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.662162162,74
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.639534884,86
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.763636364,110
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.642857143,112
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.705882353,85
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.7,70
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.825242718,103
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.604938272,81
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.710526316,76
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.661764706,68
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,February 2017,NL,EA,4.56,25
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,March 2017,NL,EA,4.724137931,29
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,April 2017,NL,EA,4.652173913,23
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,May 2017,NL,EA,4.65,20
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,June 2017,NL,EA,4.774193548,31
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,July 2017,NL,EA,4.90625,32
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,August 2017,NL,EA,4.913043478,46
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,September 2017,NL,EA,4.375,32
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,October 2017,NL,EA,4.645161290,31
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,November 2017,NL,EA,4.652173913,23
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,December 2017,NL,EA,4.258064516,31
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.717948718,39
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.606060606,33
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,February 2017,NL,EA,4.818181818,22
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,March 2017,NL,EA,4.823529412,17
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,April 2017,NL,EA,4.714285714,14
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,May 2017,NL,EA,4.823529412,17
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,June 2017,NL,EA,4.674418605,43
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,July 2017,NL,EA,4.814814815,27
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,August 2017,NL,EA,4.736842105,19
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,September 2017,NL,EA,4.684210526,19
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,October 2017,NL,EA,5,26
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,November 2017,NL,EA,4.833333333,18
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,December 2017,NL,EA,4.818181818,22
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,January 2018,NL,EA,5,11
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,February 2018,NL,EA,4.789473684,19
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.953125,64
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.740740741,54
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.777777778,45
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.773333333,75
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.695652174,92
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.727272727,88
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.777777778,90
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.833333333,72
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.864583333,96
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.925925926,108
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.934782609,92
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.958333333,96
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.728813559,59
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.75,28
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.25,24
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.294117647,17
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.735294118,34
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.764705882,34
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.451612903,31
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.676470588,34
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.307692308,26
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.384615385,39
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.806451613,31
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.25,24
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.677419355,31
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.516129032,31
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.866666667,30
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.641791045,67
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.688888889,45
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.666666667,39
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.870967742,31
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.837209302,43
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.853658537,41
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.489795918,49
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.609756098,41
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.590909091,44
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.722222222,36
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.782608696,46
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.806451613,31
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.560975610,41
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.578947368,57
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.129032258,31
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.510204082,49
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.652173913,46
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.484375,64
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.564516129,62
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.513513514,37
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.791666667,48
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.739130435,46
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.588235294,51
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.607843137,51
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.636363636,33
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.740740741,27
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.85,20
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.461538462,13
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.857142857,21
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.774193548,31
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,5,23
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.755555556,45
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.76,25
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.862068966,29
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.666666667,21
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.85,20
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.615384615,26
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.72,25
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,4.603448276,58
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,4.888888889,81
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,4.538461538,78
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.655172414,87
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.720430108,93
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.706666667,75
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.627586207,145
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.58,100
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.721153846,104
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.730337079,89
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.786516854,89
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.745614035,114
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.601851852,108
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,February 2017,NL,SC,5,11
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,March 2017,NL,SC,5,18
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,April 2017,NL,SC,5,23
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,May 2017,NL,SC,4.782608696,23
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,June 2017,NL,SC,4.888888889,18
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,July 2017,NL,SC,4.805555556,36
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,August 2017,NL,SC,4.769230769,26
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,September 2017,NL,SC,4.913043478,23
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,October 2017,NL,SC,4.969696970,33
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,November 2017,NL,SC,4.8,20
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,December 2017,NL,SC,4.681818182,22
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.615384615,26
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.608695652,23
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,February 2017,NL,SC,4.736842105,38
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,March 2017,NL,SC,4.780487805,41
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,April 2017,NL,SC,4.625,40
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,May 2017,NL,SC,4.891304348,46
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,June 2017,NL,SC,4.9,70
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,July 2017,NL,SC,4.808219178,73
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,August 2017,NL,SC,4.810526316,95
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,September 2017,NL,SC,4.716417910,67
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,October 2017,NL,SC,4.789473684,57
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,November 2017,NL,SC,4.745098039,51
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,December 2017,NL,SC,4.774193548,62
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,January 2018,NL,SC,4.792207792,77
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,February 2018,NL,SC,4.863636364,66
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,February 2017,NL,SC,4.696969697,33
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,March 2017,NL,SC,4.818181818,55
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,April 2017,NL,SC,4.954545455,44
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,May 2017,NL,SC,4.754716981,53
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,June 2017,NL,SC,4.822580645,62
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,July 2017,NL,SC,4.884057971,69
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,August 2017,NL,SC,4.829268293,82
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,September 2017,NL,SC,4.666666667,66
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,October 2017,NL,SC,4.816901408,71
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,November 2017,NL,SC,4.803571429,56
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,December 2017,NL,SC,4.875,48
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,January 2018,NL,SC,4.822916667,96
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,February 2018,NL,SC,4.852459016,61
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,February 2017,NL,SC,4.638554217,83
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,March 2017,NL,SC,4.6,90
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,April 2017,NL,SC,4.534482759,58
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,May 2017,NL,SC,4.641509434,106
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,June 2017,NL,SC,4.645454545,110
