DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Totalroct,Totalroct
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,1.650165017%,616
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-24.124513619%,585
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,-31.241283124%,493
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-36.038514443%,465
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,-24.778761062%,595
CT038 BRANDFON HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,-30.064308682%,435
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,641
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,658
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,659
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,664
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,610
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,589
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,658
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,657
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,618
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,471
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,449
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,430
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-38.845553822%,392
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-13.677811550%,568
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-5.614567527%,622
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,May,NL,EA,2017,1.656626506%,675
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,June,NL,EA,2017,12.459016393%,686
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,July,NL,EA,2017,17.487266553%,692
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,August,NL,EA,2017,6.231003040%,699
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,September,NL,EA,2017,3.805175038%,682
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-1.618122977%,608
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,November,NL,EA,2017,31.847133758%,621
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,December,NL,EA,2017,36.525612472%,613
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,January,NL,EA,2018,61.860465116%,696
MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,Totalroct,February,NL,EA,2018,52.295918367%,597
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,1237
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,1545
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,1234
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,1246
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,1464
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,1347
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,1530
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,1350
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,1300
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,1085
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,1131
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,1141
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-16.653193209%,1031
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-11.326860841%,1370
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,2.755267423%,1268
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,-4.253611557%,1193
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-11.133879781%,1301
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,-6.607275427%,1258
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-9.673202614%,1382
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,-11.925925926%,1189
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-9.538461538%,1176
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,2.488479263%,1112
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-2.564102564%,1102
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,-7.361963190%,1057
MA044 EMPIRE HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,-6.595538312%,963
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,1112
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,1114
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,1034
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,980
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,1100
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,1160
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,1330
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,1006
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,1051
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,893
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,773
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,802
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-33.183453237%,743
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-31.508078995%,763
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,0.290135397%,1037
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,9.387755102%,1072
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,3.272727273%,1136
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,2.586206897%,1190
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-13.082706767%,1156
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,13.518886680%,1142
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,11.322549952%,1170
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,22.396416573%,1093
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,34.282018111%,1038
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,50.124688279%,1204
MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,46.433378197%,1088
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,1354
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,1514
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,1410
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,1354
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,1401
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,1551
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,1630
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,1562
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,1580
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,1252
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,1108
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,1138
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-27.769571640%,978
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-18.560105680%,1233
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-1.560283688%,1388
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,11.521418021%,1510
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,11.705924340%,1565
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,1.418439716%,1573
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-4.969325153%,1549
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,-7.682458387%,1442
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,5.316455696%,1664
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,35.143769968%,1692
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,62.545126354%,1801
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,42.442882250%,1621
MA056 FIRST HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,48.773006135%,1455
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,559
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,565
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,528
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,616
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,569
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,532
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,580
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,499
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,450
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,495
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,505
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,437
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-23.255813953%,429
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-12.743362832%,493
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-13.825757576%,455
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,May,NL,EA,2017,-16.720779221%,513
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-0.878734622%,564
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,July,NL,EA,2017,0%,532
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,August,NL,EA,2017,16.551724138%,676
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,September,NL,EA,2017,11.422845691%,556
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,October,NL,EA,2017,27.555555556%,574
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,November,NL,EA,2017,5.050505051%,520
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-12.079207921%,444
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,January,NL,EA,2018,15.331807780%,504
MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,Totalroct,February,NL,EA,2018,8.391608392%,465
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,490
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,521
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,521
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,411
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,519
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,456
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,523
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,382
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,403
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,493
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,487
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,391
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-28.775510204%,349
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-22.648752399%,403
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-25.335892514%,389
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,May,NL,EA,2017,0.973236010%,415
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-23.699421965%,396
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,July,NL,EA,2017,-5.701754386%,430
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-14.149139579%,449
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,September,NL,EA,2017,8.115183246%,413
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-4.714640199%,384
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,November,NL,EA,2017,-3.448275862%,476
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-12.114989733%,428
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,January,NL,EA,2018,14.833759591%,449
MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,Totalroct,February,NL,EA,2018,0.286532951%,350
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,588
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,,688
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,,794
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,,778
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,,774
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,,537
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,,819
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,,781
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,,754
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,,784
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,,772
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,,788
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,21.938775510%,717
MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,15.697674419%,796
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,1830
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,1987
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,1983
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,1827
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,2092
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,2078
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,2319
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,1970
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,1969
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,1558
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,1444
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,1180
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-35.901639344%,1173
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-26.371414192%,1463
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-8.018154312%,1824
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,1.915708812%,1862
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-7.648183556%,1932
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,0.769971126%,2094
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-9.702457956%,2094
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,6.548223350%,2099
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,2.640934485%,2021
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,23.042362003%,1917
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,25.277008310%,1809
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,79.576271186%,2119
RI008 TARBOX HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,62.063086104%,1901
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,823
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,812
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,827
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,791
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,898
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,813
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,897
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,891
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,867
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,886
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,854
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,735
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-20.170109356%,657
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-5.418719212%,768
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-0.362756953%,824
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,May,NL,EA,2017,5.436156764%,834
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-6.124721604%,843
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,July,NL,EA,2017,5.043050431%,854
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,August,NL,EA,2017,8.695652174%,975
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,September,NL,EA,2017,-7.407407407%,825
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-10.265282584%,778
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,November,NL,EA,2017,-3.724604966%,853
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-2.459016393%,833
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,January,NL,EA,2018,11.020408163%,816
RI010 COURTESY HYUNDAI,Non-Prog,EA3,Totalroct,February,NL,EA,2018,34.094368341%,881
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,February,NL,EA,2016,,715
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,March,NL,EA,2016,,728
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,April,NL,EA,2016,,681
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,May,NL,EA,2016,,712
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,June,NL,EA,2016,,694
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,July,NL,EA,2016,,663
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,August,NL,EA,2016,,729
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,September,NL,EA,2016,,623
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,October,NL,EA,2016,,742
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,November,NL,EA,2016,,744
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,December,NL,EA,2016,,669
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,January,NL,EA,2017,,589
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,February,NL,EA,2017,-30.629370629%,496
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,March,NL,EA,2017,-13.736263736%,628
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,April,NL,EA,2017,-4.111600587%,653
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,May,NL,EA,2017,-13.483146067%,616
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,June,NL,EA,2017,-17.146974063%,575
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,July,NL,EA,2017,-8.446455505%,607
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,August,NL,EA,2017,-4.115226337%,699
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,September,NL,EA,2017,-8.507223114%,570
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,October,NL,EA,2017,-24.393530997%,561
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,November,NL,EA,2017,-23.790322581%,567
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,December,NL,EA,2017,-28.101644245%,481
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,January,NL,EA,2018,-12.563667233%,515
RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,Totalroct,February,NL,EA,2018,-3.024193548%,481
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,February,NL,EA,2016,,415
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,March,NL,EA,2016,,427
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,April,NL,EA,2016,,419
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,May,NL,EA,2016,,399
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,June,NL,EA,2016,,462
CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,Totalroct,July,NL,EA,2016,,448
