CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. WREC_SCORE,Count of WREC_SCORE
Non-Prog,CA281 NORTH COUNTY HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.981900452,221
Non-Prog,CA281 NORTH COUNTY HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.981042654,211
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.914893617,94
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,0.910112360,89
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.931034483,116
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.926315789,95
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.909909910,111
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.864,125
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,0.898148148,108
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.795081967,122
Non-Prog,CA282 KEARNY MESA HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.861788618,123
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.916666667,84
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,0.950495050,101
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.955752212,113
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.950413223,121
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.961538462,156
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.966887417,151
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,0.920731707,164
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.940476190,168
Non-Prog,CA357 PENSKE HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.971223022,139
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.924050633,79
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,0.837837838,74
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.788732394,71
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.707692308,65
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.787878788,66
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.797297297,74
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,0.728813559,59
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.75,72
Non-Prog,CA367 ESCONDIDO HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.897196262,107
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,1,8
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,1,9
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.909090909,11
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,1,9
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.916666667,12
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.928571429,14
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,1,10
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.933333333,15
Non-Prog,HI010 KUHIO HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.909090909,11
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,January 2017,NL,WE,0.991596639,119
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,February 2017,NL,WE,0.978723404,141
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,March 2017,NL,WE,0.970370370,135
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,April 2017,NL,WE,0.971153846,104
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,May 2017,NL,WE,0.984251969,127
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,June 2017,NL,WE,0.964539007,141
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,July 2017,NL,WE,0.962962963,108
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,August 2017,NL,WE,0.953642384,151
Non-Prog,HI012 TONY HYUNDAI WAIPIO,Non-Prog,WE7,September 2017,NL,WE,0.971962617,107
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.8,10
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,0.84,25
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.888888889,9
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.714285714,14
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.857142857,14
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.882352941,17
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,0.75,16
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.928571429,14
Non-Prog,HI015 BIG ISLAND HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,1,15
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.964285714,28
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,0.884615385,26
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.888888889,27
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.931034483,29
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.925925926,27
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.931034483,29
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,1,25
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.923076923,26
Non-Prog,HI016 WINDWARD HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,0.925925926,27
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,January 2017,NL,WE,0.888888889,9
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,February 2017,NL,WE,1,9
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,March 2017,NL,WE,0.857142857,7
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,April 2017,NL,WE,0.833333333,6
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,May 2017,NL,WE,0.5,6
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,June 2017,NL,WE,0.875,8
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,July 2017,NL,WE,1,9
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,August 2017,NL,WE,0.6,5
Non-Prog,HI018 MAUI HYUNDAI,Non-Prog,WE7,September 2017,NL,WE,1,4
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,January 2017,NL,WE,1,29
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,February 2017,NL,WE,1,41
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,March 2017,NL,WE,0.938775510,49
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,April 2017,NL,WE,0.931818182,44
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,May 2017,NL,WE,0.948717949,39
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,June 2017,NL,WE,0.92,50
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,July 2017,NL,WE,0.92,50
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,August 2017,NL,WE,0.951612903,62
Non-Prog,HI019 TONY HYUNDAI HONOLULU,Non-Prog,WE7,September 2017,NL,WE,0.921568627,51
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.955223881,67
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.952380952,63
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.985507246,69
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.946428571,56
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.954022989,87
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.946808511,94
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.941860465,86
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.953488372,86
Non-Prog,CA121 ONTARIO HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.912280702,114
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.924242424,66
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,1,53
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.987804878,82
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.9375,64
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.987654321,81
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.986842105,76
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.938271605,81
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.977011494,87
Non-Prog,CA134 GOSCH HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,1,98
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.987179487,78
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.986111111,72
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.983333333,60
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.975903614,83
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.964912281,114
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.96,125
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.928571429,126
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.957983193,119
Non-Prog,CA197 RIVERSIDE HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.916666667,156
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,1,15
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.982142857,56
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.925925926,54
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.886363636,44
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.936170213,47
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.970149254,67
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.923076923,52
Non-Prog,CA253 VICTORVILLE HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.866666667,45
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.969696970,33
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,1,29
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.935483871,31
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.921052632,38
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.972222222,36
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.94,50
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.924242424,66
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.885245902,61
Non-Prog,CA300 CARDINALEWAY HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.851851852,54
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,January 2017,NL,WE,0.905660377,53
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,February 2017,NL,WE,0.979166667,48
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,March 2017,NL,WE,0.966666667,60
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,April 2017,NL,WE,0.975609756,41
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,May 2017,NL,WE,0.980769231,52
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,June 2017,NL,WE,0.953125,64
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,July 2017,NL,WE,0.901234568,81
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,August 2017,NL,WE,0.852272727,88
Non-Prog,CA309 HYUNDAI INLAND EMPIRE,Non-Prog,WE8,September 2017,NL,WE,0.903225806,93
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,January 2017,NL,WE,0.947368421,38
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,February 2017,NL,WE,0.958333333,48
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,March 2017,NL,WE,0.983050847,59
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,April 2017,NL,WE,0.956521739,46
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,May 2017,NL,WE,0.883333333,60
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,June 2017,NL,WE,0.962025316,79
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,July 2017,NL,WE,1,57
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,August 2017,NL,WE,0.931818182,88
Non-Prog,CA311 HYUNDAI OF LA QUINTA,Non-Prog,WE8,September 2017,NL,WE,0.922077922,77
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.953846154,130
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.954954955,111
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.943548387,124
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.860215054,93
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.933333333,165
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.953020134,149
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.938775510,147
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.953757225,173
Non-Prog,CA321 PUENTE HILLS HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.963503650,137
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.803921569,51
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.791044776,67
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.890410959,73
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.823529412,51
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.818181818,55
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.876923077,65
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.886956522,115
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.896226415,106
Non-Prog,CA334 WIN HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.821917808,73
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.965909091,88
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.948051948,77
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.988888889,90
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.968085106,94
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.957894737,95
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.951219512,123
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.967479675,123
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.973451327,113
Non-Prog,CA340 PALM SPRINGS HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.976,125
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.878378378,74
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.906666667,75
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.959459459,74
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.9,70
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.9,100
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.883495146,103
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.894230769,104
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.842105263,95
Non-Prog,CA366 TEMECULA HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.877697842,139
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.857142857,28
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,1,25
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.861111111,36
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.923076923,39
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.867647059,68
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.84375,64
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.75,60
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.757142857,70
Non-Prog,CA368 GLENDALE HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.796610169,59
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,January 2017,NL,WE,0.878787879,66
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,February 2017,NL,WE,0.868421053,76
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,March 2017,NL,WE,0.890625,64
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,April 2017,NL,WE,0.825396825,63
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,May 2017,NL,WE,0.865853659,82
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,June 2017,NL,WE,0.833333333,126
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,July 2017,NL,WE,0.880341880,117
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.8,100
Non-Prog,CA369 GLENDORA HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,0.82,100
Non-Prog,CA371 CLAREMONT HYUNDAI,Non-Prog,WE8,August 2017,NL,WE,0.916666667,12
Non-Prog,CA371 CLAREMONT HYUNDAI,Non-Prog,WE8,September 2017,NL,WE,1,25
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,January 2017,NL,WE,1,7
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,1,6
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,1,10
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,1,7
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,1,9
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,0.928571429,14
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,1,9
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,1,11
Non-Prog,CA102 NORTHWOOD HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,1,19
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,January 2017,NL,WE,0.947368421,19
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,0.916666667,12
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,0.916666667,36
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,0.958333333,24
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,0.818181818,22
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,0.925,40
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,0.970588235,34
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,0.921052632,38
Non-Prog,CA129 CHICO HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,0.906976744,43
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,January 2017,NL,WE,0.976190476,42
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,February 2017,NL,WE,0.98,50
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,March 2017,NL,WE,0.929824561,57
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,April 2017,NL,WE,0.946428571,56
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,May 2017,NL,WE,0.910714286,56
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,June 2017,NL,WE,0.902439024,82
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,July 2017,NL,WE,0.934210526,76
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,August 2017,NL,WE,0.906779661,118
Non-Prog,CA172 LITHIA HYUNDAI OF FRESNO,Non-Prog,WEA,September 2017,NL,WE,0.869565217,92
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,January 2017,NL,WE,1,3
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,1,4
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,1,4
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,0.5,4
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,May 2017,NL,WE,1,8
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,June 2017,NL,WE,0.857142857,7
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,July 2017,NL,WE,0.941176471,17
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,August 2017,NL,WE,1,7
Non-Prog,CA173 SELMA HYUNDAI,Non-Prog,WEA,September 2017,NL,WE,0.857142857,7
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,January 2017,NL,WE,0.957446809,235
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,February 2017,NL,WE,0.983263598,239
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,March 2017,NL,WE,0.964412811,281
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,April 2017,NL,WE,0.936585366,205
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,May 2017,NL,WE,0.947955390,269
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,June 2017,NL,WE,0.925531915,282
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,July 2017,NL,WE,0.930402930,273
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,August 2017,NL,WE,0.915492958,284
Non-Prog,CA232 HYUNDAI OF ROSEVILLE,Non-Prog,WEA,September 2017,NL,WE,0.935810811,296
Non-Prog,CA307 CENTRAL VALLEY HYUNDAI,Non-Prog,WEA,January 2017,NL,WE,0.921875,64
Non-Prog,CA307 CENTRAL VALLEY HYUNDAI,Non-Prog,WEA,February 2017,NL,WE,1,66
Non-Prog,CA307 CENTRAL VALLEY HYUNDAI,Non-Prog,WEA,March 2017,NL,WE,0.972222222,72
Non-Prog,CA307 CENTRAL VALLEY HYUNDAI,Non-Prog,WEA,April 2017,NL,WE,0.979166667,48
