DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Dlr Ret %,Brnd Den Ct,Brnd Num Ct
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,June 2017,NL,SO,0.402546979,6439,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,July 2017,NL,SO,0.402307692,6500,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,August 2017,NL,SO,0.412266017,6571,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,September 2017,NL,SO,0.411595083,6589,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,October 2017,NL,SO,0.409363745,6664,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,November 2017,NL,SO,0.422004521,6635,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,December 2017,NL,SO,0.427986037,6589,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,January 2018,NL,SO,0.439327375,6601,
FL140 KEY HYUNDAI,Non-Prog,SOD,Brnd Den Ct,February 2018,NL,SO,0.455067210,6621,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.301098123,2823,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.302160822,2823,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.304193319,2814,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.309097421,2792,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.310147006,2789,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.309864189,2798,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.317290553,2805,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.307746479,2840,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.301742160,2870,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.303652174,2875,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.290864543,2857,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.280292479,2872,
FL107 BAY HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.276625173,2892,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.362226471,4707,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.371549894,4710,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.381417056,4714,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.390721430,4699,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.393225331,4753,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.392531120,4820,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.396137251,4867,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.404212232,4938,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.413304035,5006,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.418540434,5070,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.423024122,5099,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.435239207,5142,
FL128 WERNER HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.440153698,5205,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.268534734,1713,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.274165202,1707,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.273795535,1702,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.270222743,1706,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.263064133,1684,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.260306243,1698,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.254257193,1703,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.254227405,1715,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.251160093,1724,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.245359629,1724,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.236039148,1737,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.234285714,1750,
GA029 FIVE STAR HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.238558352,1748,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.354324097,1191,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.344013491,1186,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.338160136,1174,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.332182916,1159,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.326775021,1169,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.330749354,1161,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.325479930,1146,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.322299652,1148,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.315559441,1144,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.305531168,1139,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.306338028,1136,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.297513321,1126,
GA055 ALL PRO HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.285966461,1133,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.228177150,3116,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.228873239,3124,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.227985911,3123,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.230318803,3074,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.219819238,3098,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.213647959,3136,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.222010783,3153,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.229343387,3183,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.230104874,3242,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.233710615,3269,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.230069718,3299,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.235846200,3303,
GA056 LEGACY HYUNDAI OF MCDONOUGH,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.237379808,3328,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.241557410,2517,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.233797217,2515,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.230003979,2513,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.234349920,2492,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.236978131,2515,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.239078634,2518,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.227450980,2550,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.215372610,2563,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.207444746,2579,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.199075857,2597,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.197996918,2596,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.202614379,2601,
GA057 FIVE STAR HYUNDAI OF WARNER RO,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.203519510,2614,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.372915958,5878,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.372363759,5927,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.369777628,5936,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.371717172,5940,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.375083724,5972,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.377160904,6016,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.383647799,6042,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.392176200,6084,
GA060 SAVANNAH HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.397710548,6115,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.380924171,1688,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.374334713,1691,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.375444840,1686,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.381752701,1666,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.369083283,1669,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.359523810,1680,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.347337278,1690,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.350412250,1698,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.353801170,1710,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.346844239,1727,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.349187935,1724,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.347750865,1734,
GA066 LANGDALE HYUNDAI OF SOUTH GEOR,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.345558739,1745,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.703047484,1411,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.704802260,1416,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.700424929,1412,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.699022346,1432,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.702473498,1415,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.705673759,1410,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.710206995,1401,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.722063037,1396,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.713675214,1404,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.709103841,1406,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.698457223,1426,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.681028492,1439,
GA068 VOLUME HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.694502436,1437,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.265306122,1078,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.253258845,1074,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.239776952,1076,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.240706320,1076,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.229263747,1073,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.233301976,1063,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.220243674,1067,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.216089804,1069,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.198508854,1073,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.195752539,1083,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.181232751,1087,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.180970149,1072,
GA073 AUTONATION HYUNDAI ALBANY,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.186792453,1060,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.256680162,1235,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.250608273,1233,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.241883117,1232,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.261666667,1200,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.253890254,1221,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.260940032,1234,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.255474453,1233,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.242647059,1224,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.236111111,1224,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.241856678,1228,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.240894040,1208,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.237344398,1205,
GA074 AUTONATION HYUNDAI BRUNSWICK,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.230769231,1209,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.244012773,3758,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.242811502,3756,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.237814676,3734,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.241370011,3708,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.240151106,3706,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.238440860,3720,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.235826457,3757,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.234433209,3758,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.235154394,3789,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.233490566,3816,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.230729167,3840,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.230173082,3871,
GA075 AUTONATION HYUNDAI COLUMBUS,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.229080579,3872,
GA079 PEACOCK HYUNDAI OF SAVANNAH,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.375388643,6111,
GA079 PEACOCK HYUNDAI OF SAVANNAH,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.390196078,6120,
GA079 PEACOCK HYUNDAI OF SAVANNAH,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.387881757,6123,
GA079 PEACOCK HYUNDAI OF SAVANNAH,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.385804981,6143,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2017,NL,SO,0.394707828,4535,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,March 2017,NL,SO,0.394403148,4574,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,April 2017,NL,SO,0.391909526,4598,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,May 2017,NL,SO,0.388265746,4636,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,June 2017,NL,SO,0.388240380,4626,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,July 2017,NL,SO,0.384681399,4661,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,August 2017,NL,SO,0.389148936,4700,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,September 2017,NL,SO,0.400170831,4683,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,October 2017,NL,SO,0.408310367,4717,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,November 2017,NL,SO,0.412523799,4727,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,December 2017,NL,SO,0.421319797,4728,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,January 2018,NL,SO,0.429320470,4768,
SC033 PEACOCK HYUNDAI,Non-Prog,SOE,Brnd Den Ct,February 2018,NL,SO,0.430663041,4781,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.331933949,3573,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.333333333,3555,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.329014085,3550,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.339132915,3506,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.331061897,3522,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.327956989,3534,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.330148918,3559,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.325112108,3568,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.320854132,3606,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.323594267,3628,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.325715859,3632,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.331502335,3641,
ID007 BRONCO MOTORS HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.326241135,3666,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.403428571,875,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.415204678,855,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.411971831,852,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.427020507,829,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.416864608,842,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.416568047,845,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.408930670,851,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.417341040,865,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.423250564,886,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.436098655,892,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.434927697,899,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.441731410,901,
ID009 ROB GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.439024390,902,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.336186770,1285,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.338050314,1272,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.340425532,1269,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.362027353,1243,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.361264822,1265,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.354231975,1276,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.352895149,1278,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.362273086,1267,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.371563236,1273,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.381443299,1261,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.371804802,1291,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.381649961,1297,
ID015 WOODY SMITH HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.377473364,1314,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.374004193,2385,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.383584590,2388,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.375209380,2388,
