CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELINESS_RATING_SCORE,Count of TIMELINESS_RATING_SCORE
Robert Kellerman,NY107 HYUNDAI 112,Prog,EA5,January 2018,NL,EA,3,16
Robert Kellerman,NY107 HYUNDAI 112,Prog,EA5,February 2018,NL,EA,3.769230769,13
Robert Kellerman,NY121 MID-ISLAND HYUNDAI,Prog,EA5,January 2018,NL,EA,2.785714286,28
Robert Kellerman,NY121 MID-ISLAND HYUNDAI,Prog,EA5,February 2018,NL,EA,3.5625,16
Robert Kellerman,NY130 HYUNDAI OF LONG ISLAND CITY,Prog,EA5,January 2018,NL,EA,3.153846154,26
Robert Kellerman,NY130 HYUNDAI OF LONG ISLAND CITY,Prog,EA5,February 2018,NL,EA,2.68,25
Non-Prog,NJ005 TOWNE HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,2.916666667,24
Non-Prog,NJ005 TOWNE HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.068965517,29
Non-Prog,NJ007 GLOBAL HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.666666667,15
Non-Prog,NJ007 GLOBAL HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.5,18
Non-Prog,NJ015 MAXON HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,2.705882353,34
Non-Prog,NJ015 MAXON HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,2.925,40
Non-Prog,NJ033 PARAMUS HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.275862069,29
Non-Prog,NJ033 PARAMUS HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.315789474,38
Non-Prog,NJ034 SANSONE'S ROUTE 1 HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.55,20
Non-Prog,NJ034 SANSONE'S ROUTE 1 HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.058823529,34
Non-Prog,NJ045 LIBERTY HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.428571429,14
Non-Prog,NJ045 LIBERTY HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.066666667,15
Non-Prog,NJ046 HUDSON HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,2.166666667,12
Non-Prog,NJ046 HUDSON HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.105263158,19
Non-Prog,NJ048 WAYNE AUTO MALL HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.227272727,22
Non-Prog,NJ048 WAYNE AUTO MALL HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.714285714,21
Non-Prog,NJ051 LYNNES HYUNDAI LLC,Non-Prog,EA6,January 2018,NL,EA,2.882352941,17
Non-Prog,NJ051 LYNNES HYUNDAI LLC,Non-Prog,EA6,February 2018,NL,EA,2.958333333,24
Non-Prog,NJ058 ROUTE 46 HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.2,5
Non-Prog,NJ058 ROUTE 46 HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.909090909,11
Non-Prog,NY119 CENTRAL AVENUE HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,3.727272727,11
Non-Prog,NY119 CENTRAL AVENUE HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.291666667,24
Non-Prog,NY129 ROCKLAND HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,4.25,4
Non-Prog,NY129 ROCKLAND HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3.666666667,6
Non-Prog,NY133 ISLAND HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,2.571428571,7
Non-Prog,NY133 ISLAND HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,3,12
Non-Prog,NY134 NEW ROCHELLE HYUNDAI,Non-Prog,EA6,January 2018,NL,EA,2.888888889,9
Non-Prog,NY134 NEW ROCHELLE HYUNDAI,Non-Prog,EA6,February 2018,NL,EA,4,14
Non-Prog,NJ011 FREEHOLD HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.035714286,28
Non-Prog,NJ011 FREEHOLD HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.48,25
Non-Prog,NJ025 CIRCLE HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,2.580645161,31
Non-Prog,NJ025 CIRCLE HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.333333333,21
Non-Prog,NJ038 SPORT HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,2.75,12
Non-Prog,NJ038 SPORT HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.461538462,13
Non-Prog,NJ039 BURNS HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.2,30
Non-Prog,NJ039 BURNS HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.638888889,36
Non-Prog,NJ040 HYUNDAI OF TURNERSVILLE,Non-Prog,EA7,January 2018,NL,EA,3.5,16
Non-Prog,NJ040 HYUNDAI OF TURNERSVILLE,Non-Prog,EA7,February 2018,NL,EA,3.454545455,22
Non-Prog,NJ041 HYUNDAI CITY,Non-Prog,EA7,January 2018,NL,EA,3.714285714,7
Non-Prog,NJ041 HYUNDAI CITY,Non-Prog,EA7,February 2018,NL,EA,3.666666667,9
Non-Prog,NJ047 ACTION HYUNDAI OF FLEMINGTON,Non-Prog,EA7,January 2018,NL,EA,3.666666667,3
Non-Prog,NJ047 ACTION HYUNDAI OF FLEMINGTON,Non-Prog,EA7,February 2018,NL,EA,3.2,5
Non-Prog,NJ053 DAVIS HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.583333333,12
Non-Prog,NJ053 DAVIS HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.5,10
Non-Prog,NJ056 ACTION HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.4,5
Non-Prog,NJ056 ACTION HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.6,10
Non-Prog,NJ057 DCN HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.28,25
Non-Prog,NJ057 DCN HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.414634146,41
Non-Prog,NJ059 CAUSEWAY HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.5,6
Non-Prog,NJ059 CAUSEWAY HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,2.75,4
Non-Prog,PA002 MCCAFFERTY HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,3.65,20
Non-Prog,PA002 MCCAFFERTY HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.666666667,30
Non-Prog,PA039 FRED BEANS HYUNDAI,Non-Prog,EA7,January 2018,NL,EA,4.307692308,13
Non-Prog,PA039 FRED BEANS HYUNDAI,Non-Prog,EA7,February 2018,NL,EA,3.307692308,13
Robert Kellerman,NJ032 LESTER GLENN HYUNDAI,Prog,EA7,January 2018,NL,EA,2.966666667,30
Robert Kellerman,NJ032 LESTER GLENN HYUNDAI,Prog,EA7,February 2018,NL,EA,2.6875,32
Non-Prog,DE004 PORTER HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.8125,16
Non-Prog,DE004 PORTER HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.136363636,22
Non-Prog,DE007 HERTRICH HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.181818182,22
Non-Prog,DE007 HERTRICH HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.4375,16
Non-Prog,DE008 WINNER HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.428571429,7
Non-Prog,DE008 WINNER HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.666666667,6
Non-Prog,PA003 PACIFICO HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.888888889,9
Non-Prog,PA003 PACIFICO HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,2.571428571,7
Non-Prog,PA014 SEIDEL HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.4375,16
Non-Prog,PA014 SEIDEL HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.454545455,11
Non-Prog,PA024 LEHIGH VALLEY HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.155555556,45
Non-Prog,PA024 LEHIGH VALLEY HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.125,32
Non-Prog,PA034 SPRINGFIELD HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,2.928571429,14
Non-Prog,PA034 SPRINGFIELD HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.476190476,21
Non-Prog,PA042 SUSSMAN HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.428571429,7
Non-Prog,PA042 SUSSMAN HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.384615385,13
Non-Prog,PA059 COLONIAL HYUNDAI OF DOWNINGTOW,Non-Prog,EA8,January 2018,NL,EA,3.333333333,21
Non-Prog,PA059 COLONIAL HYUNDAI OF DOWNINGTOW,Non-Prog,EA8,February 2018,NL,EA,3.285714286,21
Non-Prog,PA065 CONICELLI HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.275862069,29
Non-Prog,PA065 CONICELLI HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.3125,32
Non-Prog,PA070 CIOCCA HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,3.7,10
Non-Prog,PA070 CIOCCA HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.333333333,9
Non-Prog,PA071 PIAZZA HYUNDAI OF POTTSTOWN,Non-Prog,EA8,January 2018,NL,EA,3.933333333,15
Non-Prog,PA071 PIAZZA HYUNDAI OF POTTSTOWN,Non-Prog,EA8,February 2018,NL,EA,3.631578947,19
Non-Prog,PA079 FAULKNER HYUNDAI,Non-Prog,EA8,January 2018,NL,EA,4.117647059,17
Non-Prog,PA079 FAULKNER HYUNDAI,Non-Prog,EA8,February 2018,NL,EA,3.647058824,17
Non-Prog,PA083 PIAZZA HYUNDAI OF WEST CHESTER,Non-Prog,EA8,January 2018,NL,EA,3.533333333,15
Non-Prog,PA083 PIAZZA HYUNDAI OF WEST CHESTER,Non-Prog,EA8,February 2018,NL,EA,3.777777778,9
Non-Prog,PA021 DEAN PATTERSON HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3,3
Non-Prog,PA021 DEAN PATTERSON HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,2.5,2
Non-Prog,PA027 FAIRFIELD HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,4.125,8
Non-Prog,PA027 FAIRFIELD HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3.4,5
Non-Prog,PA032 FREYSINGER HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.583333333,12
Non-Prog,PA032 FREYSINGER HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3.666666667,12
Non-Prog,PA048 JACK GIAMBALVO HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.357142857,14
Non-Prog,PA048 JACK GIAMBALVO HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3.25,24
Non-Prog,PA053 LAUREL HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.5,2
Non-Prog,PA053 LAUREL HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,4.2,5
Non-Prog,PA060 FREEDOM HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.642857143,14
Non-Prog,PA060 FREEDOM HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,4,5
Non-Prog,PA066 HANOVER HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.222222222,18
Non-Prog,PA066 HANOVER HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3.636363636,11
Non-Prog,PA068 LANCASTER HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.8,10
Non-Prog,PA068 LANCASTER HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,4.176470588,17
Non-Prog,PA069 HAMILTON HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.692307692,13
Non-Prog,PA069 HAMILTON HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3,5
Non-Prog,PA072 STOLTZ HYUNDAI OF DUBOIS,Non-Prog,EAA,January 2018,NL,EA,4,3
Non-Prog,PA072 STOLTZ HYUNDAI OF DUBOIS,Non-Prog,EAA,February 2018,NL,EA,4,2
Non-Prog,PA075 SUNBURY MOTORS HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.75,4
Non-Prog,PA075 SUNBURY MOTORS HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,3.5,2
Non-Prog,PA076 FAULKNER HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,3.9375,16
Non-Prog,PA076 FAULKNER HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,2.909090909,11
Non-Prog,PA077 BLAISE ALEXANDER HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,2.421052632,19
Non-Prog,PA077 BLAISE ALEXANDER HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,2.875,8
Non-Prog,PA081 EBERSOLE HYUNDAI,Non-Prog,EAA,January 2018,NL,EA,5,2
Non-Prog,PA081 EBERSOLE HYUNDAI,Non-Prog,EAA,February 2018,NL,EA,4.333333333,3
Non-Prog,PA012 MOON TOWNSHIP HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.5,8
Non-Prog,PA012 MOON TOWNSHIP HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.875,8
Non-Prog,PA037 WRIGHT HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,2.923076923,13
Non-Prog,PA037 WRIGHT HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.5,16
Non-Prog,PA043 #1 COCHRAN HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,3.956521739,23
Non-Prog,PA043 #1 COCHRAN HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.230769231,26
Non-Prog,PA044 BOWSER HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,3.357142857,14
Non-Prog,PA044 BOWSER HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.470588235,17
Non-Prog,PA054 PRESTON HYUNDAI OF SHARON,Non-Prog,EAB,January 2018,NL,EA,3.5,4
Non-Prog,PA054 PRESTON HYUNDAI OF SHARON,Non-Prog,EAB,February 2018,NL,EA,3,3
Non-Prog,PA057 MIKE KELLY HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,3.142857143,7
Non-Prog,PA057 MIKE KELLY HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.444444444,9
Non-Prog,PA058 AUTO LAND HYUNDAI OF UNIONTOWN,Non-Prog,EAB,January 2018,NL,EA,3.2,5
Non-Prog,PA058 AUTO LAND HYUNDAI OF UNIONTOWN,Non-Prog,EAB,February 2018,NL,EA,3.666666667,3
Non-Prog,PA062 WASHINGTON HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4,5
Non-Prog,PA062 WASHINGTON HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.75,4
Non-Prog,PA063 #1 COCHRAN HYU OF SOUTH HILLS,Non-Prog,EAB,January 2018,NL,EA,3.8,5
Non-Prog,PA063 #1 COCHRAN HYU OF SOUTH HILLS,Non-Prog,EAB,February 2018,NL,EA,3.625,8
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,2.666666667,6
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4.333333333,3
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,2.857142857,7
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,3.4,5
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,January 2018,NL,EA,4.25,8
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,February 2018,NL,EA,3.722222222,18
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,5,1
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4,2
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,5,1
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,3.333333333,3
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4,6
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,3.666666667,15
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3.875,24
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,January 2018,NL,EA,2.25,4
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,February 2018,NL,EA,3.666666667,6
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,3.1,10
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3.4,5
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,3.857142857,7
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3.666666667,3
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,January 2018,NL,EA,4.6,5
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,February 2018,NL,EA,4.083333333,12
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,3.214285714,14
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3.25,16
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,January 2018,NL,EA,4,3
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,February 2018,NL,EA,3.625,8
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,3.333333333,3
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,2.428571429,7
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,January 2018,NL,EA,3,3
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,February 2018,NL,EA,4.333333333,3
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,2.9,10
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3,7
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,5,1
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4,2
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,1.857142857,7
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,3.4,5
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,2.5,4
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,2.666666667,3
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,January 2018,NL,EA,4.666666667,3
Non-Prog,NY132 VISION HYUNDAI OF WEBSTER,Non-Prog,EAC,February 2018,NL,EA,3.166666667,6
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,January 2018,NL,EA,3.6,5
Non-Prog,"PA019 DAVE HALLMAN HYUNDAI, INC.",Non-Prog,EAC,February 2018,NL,EA,4,9
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.272727273,11
Non-Prog,MA031 HADDAD HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,2.4,5
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3,10
Non-Prog,NJ049 FRANKLIN SUSSEX HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,2.833333333,6
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.454545455,11
Non-Prog,NY024 MILLER HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.65,20
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4.071428571,14
Non-Prog,NY036 PRESTIGE HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,4.5,2
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.466666667,15
Non-Prog,NY041 GARVEY HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.545454545,11
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.588235294,17
Non-Prog,NY061 FUCCILLO HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.692307692,13
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.5,8
Non-Prog,NY078 LIA HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.538461538,13
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,January 2018,NL,EA,3.666666667,3
Non-Prog,NY099 ROYAL HYUNDAI OF ONEONTA,Non-Prog,EAD,February 2018,NL,EA,3.5,4
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,4,2
Non-Prog,NY135 CARBONE HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.8,5
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,2.1,10
Non-Prog,PA018 MOTORWORLD HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.3,10
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,January 2018,NL,EA,3.5,4
Non-Prog,PA051 MAJOR HYUNDAI OF STROUDSBURG,Non-Prog,EAD,February 2018,NL,EA,3.8,5
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.166666667,12
Non-Prog,PA055 DICKSON CITY HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.375,16
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,January 2018,NL,EA,3.666666667,6
Non-Prog,PA082 HAZLETON HYUNDAI,Non-Prog,EAD,February 2018,NL,EA,3.777777778,9
Non-Prog,VT006 CARBONE HYUNDAI OF BENNINGTON,Non-Prog,EAD,February 2018,NL,EA,3.75,4
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.75,4
Non-Prog,TN008 LONG HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,2.5,6
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.4,5
Non-Prog,TN013 WYATT-JOHNSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.333333333,9
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.666666667,3
Non-Prog,TN024 HALLMARK HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.4,5
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.818181818,11
Non-Prog,TN029 TWIN CITY HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.222222222,9
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.857142857,7
Non-Prog,TN032 FRIENDSHIP HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.6,5
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,2.166666667,12
Non-Prog,TN033 GRAYSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.16,25
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,4.142857143,7
Non-Prog,TN034 GRAY EPPERSON HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,4.2,5
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,January 2018,NL,SC,4,10
Non-Prog,TN035 FRIENDSHIP HYUNDAI OF JOHNSON,Non-Prog,SC1,February 2018,NL,SC,4,9
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,January 2018,NL,SC,3.666666667,6
Non-Prog,"TN045 WILSON COUNTY HYUNDAI, INC",Non-Prog,SC1,February 2018,NL,SC,3.142857143,7
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,January 2018,NL,SC,3.25,16
Non-Prog,TN046 HYUNDAI OF COOL SPRINGS,Non-Prog,SC1,February 2018,NL,SC,3.636363636,11
Non-Prog,TN047 HYUNDAI OF COOKEVILLE,Non-Prog,SC1,January 2018,NL,SC,4.1,10
Non-Prog,TN047 HYUNDAI OF COOKEVILLE,Non-Prog,SC1,February 2018,NL,SC,3.7,10
Non-Prog,TN048 DOWNTOWN HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,2.9,10
Non-Prog,TN048 DOWNTOWN HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,2.8,15
Non-Prog,TN050 MORRISTOWN HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3.5,6
Non-Prog,TN050 MORRISTOWN HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.714285714,7
Non-Prog,TN051 MURFREESBORO HYUNDAI,Non-Prog,SC1,January 2018,NL,SC,3,11
Non-Prog,TN051 MURFREESBORO HYUNDAI,Non-Prog,SC1,February 2018,NL,SC,3.111111111,9
Non-Prog,TN052 HYUNDAI OF COLUMBIA,Non-Prog,SC1,February 2018,NL,SC,4.222222222,9
Non-Prog,AL001 SERRA HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,3,1
Non-Prog,AL001 SERRA HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3,1
Non-Prog,AL008 HYUNDAI OF DOTHAN,Non-Prog,SC2,January 2018,NL,SC,3.666666667,3
Non-Prog,AL008 HYUNDAI OF DOTHAN,Non-Prog,SC2,February 2018,NL,SC,3.111111111,9
Non-Prog,AL009 TUSCALOOSA HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,4,7
Non-Prog,AL009 TUSCALOOSA HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3.166666667,6
Non-Prog,AL014 JIM BURKE HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,2.9375,16
Non-Prog,AL014 JIM BURKE HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3.6,10
Non-Prog,AL015 CAPITOL HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,3.416666667,24
Non-Prog,AL015 CAPITOL HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3.454545455,33
Non-Prog,AL020 BENTLEY HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,3.25,12
Non-Prog,AL020 BENTLEY HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,4,16
Non-Prog,AL021 SUPERIOR HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,4,6
Non-Prog,AL021 SUPERIOR HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3,5
