DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,2YMC Ret %,2ymc Den Ct,2ymc Num Ct
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.704331450,531,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.712177122,542,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.717277487,573,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.706806283,573,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.714535902,571,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.695825050,503,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.690228690,481,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.672018349,436,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.75,400,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.739130435,368,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.719736842,760,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.730255164,823,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.700109051,917,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.712727273,1100,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.697735192,1148,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.687179487,1170,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.664556962,1106,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.654390935,1059,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.651139742,1009,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.655207280,989,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.663254862,977,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.742206235,834,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.739762219,757,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.809716599,494,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.819320215,559,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.818481848,606,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.834978843,709,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.830434783,690,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.803947368,760,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.777496839,791,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.737724551,835,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.736842105,798,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.741144414,734,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.765277778,720,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.790346908,663,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.771103896,616,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.758333333,720,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.738317757,856,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.738297872,940,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.749042146,1044,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.743793446,1007,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.734317343,1084,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.75,1128,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.773743017,1074,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.787211740,954,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.768321513,846,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.756587202,797,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.773296245,719,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.783505155,679,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.571428571,119,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.582733813,139,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.586419753,162,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.662420382,157,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.638709677,155,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.628205128,156,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.596685083,181,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.595959596,198,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.61,200,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.569948187,193,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.560240964,166,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.572580645,124,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.605504587,109,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.841463415,328,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.856777494,391,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.835240275,437,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.806060606,495,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.818376068,468,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.821643287,499,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.846153846,546,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.841620626,543,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.845098039,510,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.835555556,450,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.780193237,414,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.822714681,361,
IN038 WEBB HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.819397993,299,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.739910314,223,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.804878049,246,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.840136054,294,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.914110429,326,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.891891892,333,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.839181287,342,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.792,375,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.807486631,374,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.828651685,356,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.838926174,298,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.830769231,260,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.850467290,214,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.822966507,209,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.834239130,368,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.816091954,435,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.793548387,465,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.826347305,501,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.838641189,471,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.838264300,507,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.813592233,515,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.699481865,193,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.773913043,230,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.731182796,279,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.729299363,314,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.705673759,282,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.734982332,283,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.735099338,302,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.744027304,293,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.698884758,269,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.692640693,231,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.692982456,228,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.774509804,204,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.780612245,196,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.786096257,187,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.835748792,207,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.815668203,217,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.816254417,283,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.809885932,263,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.818181818,297,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.789473684,266,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.784671533,274,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.833333333,228,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.835748792,207,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.84375,192,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.738693467,199,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.719806763,207,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.737789203,389,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.758465011,443,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.735966736,481,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.735955056,534,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.727799228,518,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.742372881,590,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.739770867,611,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.744849445,631,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.735674677,541,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.753138075,478,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.739436620,426,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.782178218,404,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.775456919,383,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.745454545,275,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.739549839,311,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.717201166,343,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.708222812,377,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.718157182,369,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.734536082,388,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.753886010,386,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.751381215,362,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.726470588,340,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.7,340,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.684210526,342,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.742474916,299,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.777372263,274,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.740740741,135,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.724550898,167,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.710227273,176,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.735955056,178,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.7625,160,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.818181818,187,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.769230769,195,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.786407767,206,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.748603352,179,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.778443114,167,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.703703704,162,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.719178082,146,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.671328671,143,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.798319328,119,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.918478261,184,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.821138211,246,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.732142857,336,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.697222222,360,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.701005025,398,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.722627737,411,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.700767263,391,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.718475073,341,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.753289474,304,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.803508772,285,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.792727273,275,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.793859649,228,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.9,120,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.865079365,126,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.826086957,138,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.813664596,161,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.779874214,159,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.832335329,167,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.858024691,162,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.880503145,159,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.832214765,149,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.816901408,142,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.808219178,146,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.825396825,126,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.76,125,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.5,50,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.615384615,65,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.581081081,74,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.584415584,77,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.6875,64,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.65,80,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.540816327,98,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.461538462,104,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.5,94,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.561643836,73,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.538461538,65,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.607843137,51,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.636363636,55,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.808349146,527,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.767032967,455,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.783715013,393,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.771830986,355,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.811046512,344,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.771929825,342,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.620253165,237,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.575757576,297,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.616883117,308,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,May 2017,NL,CE,0.616714697,347,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,June 2017,NL,CE,0.579288026,309,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,July 2017,NL,CE,0.543130990,313,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,August 2017,NL,CE,0.583081571,331,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,September 2017,NL,CE,0.615384615,390,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,October 2017,NL,CE,0.622047244,381,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,November 2017,NL,CE,0.647798742,318,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,December 2017,NL,CE,0.662790698,258,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,January 2018,NL,CE,0.650205761,243,
KY012 KERRY HYUNDAI,Non-Prog,CE3,2ymc Den Ct,February 2018,NL,CE,0.590909091,264,
KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,2ymc Den Ct,February 2017,NL,CE,0.710526316,266,
KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,2ymc Den Ct,March 2017,NL,CE,0.675516224,339,
KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,2ymc Den Ct,April 2017,NL,CE,0.707894737,380,
