DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,2YMC Ret %,2ymc Den Ct,2ymc Num Ct
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.8,,224
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.861538462,,224
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.864541833,,217
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.791970803,,217
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.783582090,,210
CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.836909871,,195
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.743315508,,139
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.824858757,,146
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.833333333,,175
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.8,,196
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.773381295,,215
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.801393728,,230
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.849180328,,259
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.860627178,,247
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.807692308,,231
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.724637681,,200
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.700787402,,178
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.719806763,,149
CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.777070064,,122
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.846994536,,310
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.819196429,,367
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.803607214,,401
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.796511628,,411
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.817829457,,422
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.821073559,,413
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.812854442,,430
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.809224319,,386
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.797244094,,405
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.792181070,,385
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.786163522,,375
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.841558442,,324
MA053 BALISE HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.861878453,,312
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.470468432,,231
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.472027972,,270
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.425727412,,278
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.438992042,,331
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.424068768,,296
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.429799427,,300
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.445850914,,317
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.493741307,,355
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.557098765,,361
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.555555556,,305
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.501960784,,256
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.485106383,,228
NY025 SURESKY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.475877193,,217
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.680392157,,347
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.671191554,,445
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.668393782,,516
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.643518519,,556
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.676980198,,547
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.676718938,,561
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.674556213,,570
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.675958188,,582
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.672248804,,562
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.671373556,,523
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.667621777,,466
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.673701299,,415
NY060 HEALEY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.638795987,,382
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.639610390,,197
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.652631579,,248
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.631067961,,260
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.622718053,,307
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.628820961,,288
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.651302605,,325
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.660678643,,331
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.647524752,,327
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.646569647,,311
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.635761589,,288
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.639737991,,293
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.664974619,,262
NY106 CURRY HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.666666667,,238
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2017,NL,EA,0.4,,20
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,March 2017,NL,EA,0.517241379,,30
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,April 2017,NL,EA,0.568965517,,33
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,May 2017,NL,EA,0.611940299,,41
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,June 2017,NL,EA,0.558823529,,38
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,July 2017,NL,EA,0.492537313,,33
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,August 2017,NL,EA,0.540540541,,40
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,September 2017,NL,EA,0.573333333,,43
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,October 2017,NL,EA,0.633802817,,45
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,November 2017,NL,EA,0.653846154,,34
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,December 2017,NL,EA,0.638888889,,23
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,January 2018,NL,EA,0.594594595,,22
NY108 GLICK HYUNDAI,Non-Prog,EA4,2ymc Num Ct,February 2018,NL,EA,0.5,,20
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.703910615,,252
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.725190840,,285
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.749367089,,296
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.769596200,,324
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.756823821,,305
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.723809524,,304
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.710239651,,326
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.710869565,,327
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.743055556,,321
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.701970443,,285
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.694871795,,271
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.661498708,,256
"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.694960212,,262
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.639436620,,227
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.615979381,,239
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.605504587,,264
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.631683168,,319
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.610364683,,318
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.636036036,,353
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.636833046,,370
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.633561644,,370
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.624521073,,326
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.593548387,,276
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.639344262,,273
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.636591479,,254
NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.670076726,,262
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.556930693,,225
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.584725537,,245
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.615694165,,306
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.578397213,,332
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.543672014,,305
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.505804312,,305
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.514331210,,323
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.523054755,,363
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.525984252,,334
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.534338358,,319
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.529296875,,271
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.555294118,,236
NY055 NEMET HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.595870206,,202
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.464360587,,443
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.436681223,,500
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.436744561,,542
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.447058824,,570
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.457669740,,546
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.436322532,,579
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.430069930,,615
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.425546448,,623
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.440281030,,564
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.433501684,,515
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.466067864,,467
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.493449782,,452
NY058 PLAZA HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.479048698,,423
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.582317073,,1146
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.550065020,,1269
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.539718738,,1420
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.539693841,,1516
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.540413901,,1384
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.554451510,,1395
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.543478261,,1425
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.552671181,,1469
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.543405676,,1302
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.555090656,,1194
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.559330379,,1136
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.580917238,,1102
NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.591699383,,1055
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.558823529,,285
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.575409836,,351
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.589552239,,395
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.586013986,,419
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.582172702,,418
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.577445652,,425
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.581280788,,472
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.586818758,,463
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.594202899,,451
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.597243492,,390
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.585924714,,358
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.609009009,,338
NY107 HYUNDAI 112,Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.606701940,,344
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.729166667,,210
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.674358974,,263
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.652,,326
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.658576052,,407
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.679487179,,424
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.674074074,,455
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.654465593,,447
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.659793814,,448
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.756058158,,468
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.726643599,,420
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.757973734,,404
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.761160714,,341
NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.767554479,,317
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.731921110,,1002
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.720588235,,1078
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.718198418,,1180
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.714364337,,1298
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.718285714,,1257
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.719039825,,1318
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.723450135,,1342
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.734442060,,1369
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.740082889,,1250
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.743964422,,1171
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.756828781,,1136
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.771739130,,1065
NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.761641673,,965
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.590707965,,267
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.614931238,,313
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.624413146,,399
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.643693108,,495
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.633971292,,530
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.607223476,,538
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.592677346,,518
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.587264151,,498
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.598958333,,460
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.608882521,,425
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.609984399,,391
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.617021277,,348
NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.6,,321
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.459044369,,269
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.483483483,,322
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.458036984,,322
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.470817121,,363
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.490297542,,379
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.534939759,,444
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.535550459,,467
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.524822695,,444
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.50875,,407
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.496580027,,363
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.507982583,,350
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.511111111,,322
NY120 STAR HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.522184300,,306
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.646820027,,478
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.692771084,,575
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.702959831,,665
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.716926070,,737
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.686196624,,691
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.680830973,,721
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.681695221,,756
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.688181818,,757
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,October 2017,NL,EA,0.705348133,,699
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,November 2017,NL,EA,0.724885845,,635
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,December 2017,NL,EA,0.747072600,,638
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,January 2018,NL,EA,0.759628154,,572
NY121 MID-ISLAND HYUNDAI,Prog,EA5,2ymc Num Ct,February 2018,NL,EA,0.720164609,,525
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,February 2017,NL,EA,0.687258687,,534
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,March 2017,NL,EA,0.648387097,,603
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,April 2017,NL,EA,0.636882129,,670
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,May 2017,NL,EA,0.627076412,,755
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,June 2017,NL,EA,0.608156028,,686
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,July 2017,NL,EA,0.621774194,,771
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,August 2017,NL,EA,0.6,,741
NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,2ymc Num Ct,September 2017,NL,EA,0.606661380,,765
