DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cproct,Cproct
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,187
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,109
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,79
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,78
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-47.272727273%,87
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,-50.574712644%,86
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,4.093567251%,178
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,7.567567568%,199
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,-78.672985782%,45
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,-8%,184
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,-11.165048544%,183
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,-4.145077720%,185
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,17.647058824%,220
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,74.311926606%,190
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,117.721518987%,172
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,142.307692308%,189
LA007 M&M HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,140.229885057%,209
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,301
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,292
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,276
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,331
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,344
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,331
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,360
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,324
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,322
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,291
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,352
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,297
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-7.641196013%,278
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,11.986301370%,327
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,8.333333333%,299
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,0.604229607%,333
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,-4.651162791%,328
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,10.876132931%,367
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,6.666666667%,384
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,1.234567901%,328
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,12.422360248%,362
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,2.405498282%,298
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,-10.227272727%,316
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,9.427609428%,325
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,21.223021583%,337
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,175
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,172
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,171
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,145
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,192
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,171
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,182
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,162
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,179
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,142
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,152
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,123
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-5.714285714%,165
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,11.627906977%,192
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,-7.017543860%,159
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,24.137931034%,180
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,-7.291666667%,178
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,4.093567251%,178
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,-9.340659341%,165
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,9.259259259%,177
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,12.290502793%,201
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,7.042253521%,152
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,-11.184210526%,135
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,8.943089431%,134
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,-10.909090909%,147
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,February,NL,SC,2016,,1670
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,March,NL,SC,2016,,2087
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,April,NL,SC,2016,,1745
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,May,NL,SC,2016,,1788
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,June,NL,SC,2016,,1905
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,July,NL,SC,2016,,1830
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,August,NL,SC,2016,,1987
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,September,NL,SC,2016,,1791
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,October,NL,SC,2016,,1974
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,November,NL,SC,2016,,1441
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,December,NL,SC,2016,,1625
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,January,NL,SC,2017,,1437
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,February,NL,SC,2017,-23.053892216%,1285
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,March,NL,SC,2017,-25.970292286%,1545
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,April,NL,SC,2017,-6.762177650%,1627
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,May,NL,SC,2017,13.702460850%,2033
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,June,NL,SC,2017,12.388451444%,2141
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,July,NL,SC,2017,4.590163934%,1914
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,August,NL,SC,2017,12.128837443%,2228
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,September,NL,SC,2017,16.359575656%,2084
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,October,NL,SC,2017,6.686930091%,2106
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,November,NL,SC,2017,35.808466343%,1957
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,December,NL,SC,2017,20.861538462%,1964
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,January,NL,SC,2018,32.498260264%,1904
TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,Cproct,February,NL,SC,2018,34.474708171%,1728
TX049 ALLEN SAMUELS HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,341
TX049 ALLEN SAMUELS HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,247
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,139
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,143
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,115
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,130
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,167
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,154
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,165
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,164
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,140
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,144
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,162
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,146
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-7.913669065%,128
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,15.384615385%,165
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,23.478260870%,142
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,16.923076923%,152
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,-13.772455090%,144
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,-7.142857143%,143
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,-17.575757576%,136
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,-17.073170732%,136
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,5.714285714%,148
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,-17.361111111%,119
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,-21.604938272%,127
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,-18.493150685%,119
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,-14.84375%,109
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,396
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,413
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,388
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,365
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,440
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,466
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,383
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,453
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,441
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,415
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,440
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,383
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-17.929292929%,325
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,12.590799031%,465
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,-11.597938144%,343
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,9.589041096%,400
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,5.909090909%,466
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,-16.523605150%,389
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,15.926892950%,444
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,-9.933774834%,408
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,-14.058956916%,379
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,-4.578313253%,396
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,-20.681818182%,349
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,-12.532637076%,335
TX118 ORR HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,-3.692307692%,313
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,February,NL,SC,2016,,771
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,March,NL,SC,2016,,802
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,April,NL,SC,2016,,789
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,May,NL,SC,2016,,833
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,June,NL,SC,2016,,824
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,July,NL,SC,2016,,917
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,August,NL,SC,2016,,929
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,September,NL,SC,2016,,878
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,October,NL,SC,2016,,884
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,November,NL,SC,2016,,1023
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,December,NL,SC,2016,,1176
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,January,NL,SC,2017,,1037
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,February,NL,SC,2017,-2.594033722%,751
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,March,NL,SC,2017,1.496259352%,814
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,April,NL,SC,2017,-6.717363752%,736
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,May,NL,SC,2017,-9.483793517%,754
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,June,NL,SC,2017,-12.985436893%,717
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,July,NL,SC,2017,-15.703380589%,773
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,August,NL,SC,2017,-10.656620022%,830
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,September,NL,SC,2017,-16.742596811%,731
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,October,NL,SC,2017,-16.402714932%,739
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,November,NL,SC,2017,-37.927663734%,635
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,December,NL,SC,2017,-47.108843537%,622
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,January,NL,SC,2018,-42.333654773%,598
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cproct,February,NL,SC,2018,-24.766977364%,565
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,February,NL,SC,2016,,733
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,March,NL,SC,2016,,770
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,April,NL,SC,2016,,718
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,May,NL,SC,2016,,736
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,June,NL,SC,2016,,915
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,July,NL,SC,2016,,892
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,August,NL,SC,2016,,968
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,September,NL,SC,2016,,844
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,October,NL,SC,2016,,880
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,November,NL,SC,2016,,833
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,December,NL,SC,2016,,859
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,January,NL,SC,2017,,812
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,February,NL,SC,2017,4.365620737%,765
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,March,NL,SC,2017,17.662337662%,906
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,April,NL,SC,2017,7.242339833%,770
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,May,NL,SC,2017,27.581521739%,939
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,June,NL,SC,2017,11.584699454%,1021
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,July,NL,SC,2017,12.556053812%,1004
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,August,NL,SC,2017,19.524793388%,1157
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,September,NL,SC,2017,25.829383886%,1062
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,October,NL,SC,2017,15.568181818%,1017
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,November,NL,SC,2017,19.927971188%,999
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,December,NL,SC,2017,16.996507567%,1005
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,January,NL,SC,2018,24.753694581%,1013
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cproct,February,NL,SC,2018,24.444444444%,952
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,February,NL,SC,2016,,236
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,March,NL,SC,2016,,276
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,April,NL,SC,2016,,223
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,May,NL,SC,2016,,257
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,June,NL,SC,2016,,282
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,July,NL,SC,2016,,295
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,August,NL,SC,2016,,287
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,September,NL,SC,2016,,273
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,October,NL,SC,2016,,258
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,November,NL,SC,2016,,265
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,December,NL,SC,2016,,283
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,January,NL,SC,2017,,239
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,February,NL,SC,2017,-1.694915254%,232
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,March,NL,SC,2017,-2.173913043%,270
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,April,NL,SC,2017,8.071748879%,241
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,May,NL,SC,2017,-0.778210117%,255
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,June,NL,SC,2017,-8.865248227%,257
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,July,NL,SC,2017,-10.169491525%,265
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,August,NL,SC,2017,-13.937282230%,247
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,September,NL,SC,2017,-2.930402930%,265
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,October,NL,SC,2017,2.713178295%,265
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,November,NL,SC,2017,-11.698113208%,234
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,December,NL,SC,2017,-10.954063604%,252
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,January,NL,SC,2018,-1.673640167%,235
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cproct,February,NL,SC,2018,-6.465517241%,217
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,475
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,530
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,437
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,443
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,461
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,523
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,540
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,527
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,514
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,471
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,481
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,515
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,-3.578947368%,458
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,-16.981132075%,440
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,709
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,878
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2016,,842
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2016,,751
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2016,,878
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2016,,981
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2016,,928
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2016,,860
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2016,,857
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2016,,747
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2016,,874
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2017,,753
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2017,3.385049365%,733
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2017,-7.630979499%,811
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,April,NL,SC,2017,-14.726840855%,718
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,May,NL,SC,2017,6.657789614%,801
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,June,NL,SC,2017,-7.289293850%,814
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,July,NL,SC,2017,-20.998980632%,775
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,August,NL,SC,2017,-6.681034483%,866
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,September,NL,SC,2017,-9.186046512%,781
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,October,NL,SC,2017,-10.618436406%,766
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,November,NL,SC,2017,-10.709504685%,667
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,December,NL,SC,2017,-15.331807780%,740
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,January,NL,SC,2018,-6.241699867%,706
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2018,-15.825375171%,617
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cproct,February,NL,SC,2016,,209
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cproct,March,NL,SC,2016,,193
