DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cproct,Cproct
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,September,NL,CE,2017,-15.905245347%,497
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,October,NL,CE,2017,-7.783417936%,545
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,November,NL,CE,2017,-12.369337979%,503
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,December,NL,CE,2017,-7.231040564%,526
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,January,NL,CE,2018,3.339882122%,526
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cproct,February,NL,CE,2018,-25.314183124%,416
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,February,NL,CE,2016,,1118
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,March,NL,CE,2016,,1267
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,April,NL,CE,2016,,1137
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,May,NL,CE,2016,,1148
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,June,NL,CE,2016,,1345
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,July,NL,CE,2016,,1340
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,August,NL,CE,2016,,1357
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,September,NL,CE,2016,,1286
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,October,NL,CE,2016,,1249
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,November,NL,CE,2016,,1189
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,December,NL,CE,2016,,1258
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,January,NL,CE,2017,,1129
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,February,NL,CE,2017,-15.474060823%,945
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,March,NL,CE,2017,-0.157853197%,1265
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,April,NL,CE,2017,-5.277044855%,1077
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,May,NL,CE,2017,8.972125436%,1251
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,June,NL,CE,2017,0%,1345
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,July,NL,CE,2017,-9.029850746%,1219
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,August,NL,CE,2017,3.537214444%,1405
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,September,NL,CE,2017,-7.620528771%,1188
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,October,NL,CE,2017,6.805444355%,1334
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,November,NL,CE,2017,5.298570227%,1252
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,December,NL,CE,2017,0.953895072%,1270
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,January,NL,CE,2018,14.171833481%,1289
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cproct,February,NL,CE,2018,11.957671958%,1058
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,March,NL,CE,2016,,319
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,April,NL,CE,2016,,645
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,May,NL,CE,2016,,638
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,June,NL,CE,2016,,740
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,July,NL,CE,2016,,743
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,August,NL,CE,2016,,737
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,September,NL,CE,2016,,671
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,October,NL,CE,2016,,594
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,November,NL,CE,2016,,523
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,December,NL,CE,2016,,530
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,January,NL,CE,2017,,461
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,February,NL,CE,2017,,486
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,March,NL,CE,2017,63.636363636%,522
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,April,NL,CE,2017,-15.813953488%,543
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,May,NL,CE,2017,2.821316614%,656
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,June,NL,CE,2017,7.567567568%,796
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,July,NL,CE,2017,-9.286675639%,674
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,August,NL,CE,2017,2.849389417%,758
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,September,NL,CE,2017,-0.894187779%,665
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,October,NL,CE,2017,10.101010101%,654
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,November,NL,CE,2017,25.621414914%,657
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,December,NL,CE,2017,24.716981132%,661
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,January,NL,CE,2018,52.928416486%,705
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cproct,February,NL,CE,2018,8.436213992%,527
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,458
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,491
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,434
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,431
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,455
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,471
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,481
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,492
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,538
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,564
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,562
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,477
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-0.218340611%,457
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,5.498981670%,518
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,20.276497696%,522
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,19.953596288%,517
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,10.329670330%,502
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,-7.218683652%,437
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-93.347193347%,32
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-53.048780488%,231
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,-11.524163569%,476
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,-23.581560284%,431
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,-27.758007117%,406
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,1.886792453%,486
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,-22.100656455%,356
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,1149
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,1279
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,1180
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,1131
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,1235
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,1267
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,1290
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,1249
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,1316
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,1186
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,1455
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,1220
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-9.486510009%,1040
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,-7.193119625%,1187
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,-8.644067797%,1078
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,-0.265251989%,1128
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,1.781376518%,1257
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,-7.498026835%,1172
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-36.511627907%,819
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-19.295436349%,1008
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,3.267477204%,1359
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,2.276559865%,1213
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,-29.553264605%,1025
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,-3.606557377%,1176
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,-9.230769231%,944
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,744
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,827
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,784
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,802
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,830
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,738
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,879
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,798
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,758
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,546
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,374
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,316
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-59.543010753%,301
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,-42.926239420%,472
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,-10.331632653%,703
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,1.620947631%,815
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,0.843373494%,837
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,7.317073171%,792
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-8.987485779%,800
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,0.626566416%,803
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,15.435356201%,875
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,56.593406593%,855
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,116.042780749%,808
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,178.797468354%,881
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,144.850498339%,737
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,1951
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,2098
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,1993
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,1909
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,2135
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,1855
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,2204
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,2016
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,1994
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,1689
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,1740
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,1726
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-21.527421835%,1531
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,-11.487130601%,1857
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,-3.763171099%,1918
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,6.966998428%,2042
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,2.763466042%,2194
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,6.954177898%,1984
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-6.306715064%,2065
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-0.198412698%,2012
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,11.785356068%,2229
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,18.531675548%,2002
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,14.712643678%,1996
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,15.469293163%,1993
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,13.781841933%,1742
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,826
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,850
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,753
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,778
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,889
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,859
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,885
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,839
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,886
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,811
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,915
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,840
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-3.753026634%,795
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,9.882352941%,934
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,15.670650730%,871
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,24.678663239%,970
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,6.636670416%,948
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,0.349243306%,862
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-56.497175141%,385
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-25.268176400%,627
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,16.252821670%,1030
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,12.207151665%,910
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,-2.841530055%,889
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,8.452380952%,911
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,6.289308176%,845
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,493
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,463
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,448
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,442
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,483
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,444
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,434
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,467
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,471
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,450
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,509
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,446
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,-11.359026369%,437
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,10.583153348%,512
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,16.294642857%,521
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,3.846153846%,459
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,0.414078675%,485
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,11.261261261%,494
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-44.930875576%,239
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-31.263383298%,321
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,9.129511677%,514
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,-1.333333333%,444
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,-10.216110020%,457
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,4.708520179%,467
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,-5.034324943%,415
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,February,NL,CE,2016,,969
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,March,NL,CE,2016,,972
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,April,NL,CE,2016,,947
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,May,NL,CE,2016,,993
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,June,NL,CE,2016,,1063
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,July,NL,CE,2016,,963
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,August,NL,CE,2016,,1013
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,September,NL,CE,2016,,1083
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,October,NL,CE,2016,,1071
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,November,NL,CE,2016,,775
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,December,NL,CE,2016,,768
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,January,NL,CE,2017,,709
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,February,NL,CE,2017,-46.026831785%,523
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,March,NL,CE,2017,-41.666666667%,567
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,April,NL,CE,2017,-16.684266103%,789
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,May,NL,CE,2017,-27.995971803%,715
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,June,NL,CE,2017,-22.765757291%,821
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,July,NL,CE,2017,-19.418483904%,776
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,August,NL,CE,2017,-43.139190523%,576
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,September,NL,CE,2017,-54.108956602%,497
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,October,NL,CE,2017,-33.146591970%,716
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,November,NL,CE,2017,9.677419355%,850
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,December,NL,CE,2017,-10.677083333%,686
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,January,NL,CE,2018,24.259520451%,881
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cproct,February,NL,CE,2018,31.166347992%,686
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,743
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,864
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,819
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,860
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,827
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,762
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,866
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,756
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,868
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,913
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2016,,910
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2017,,827
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2017,17.900403769%,876
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2017,11.342592593%,962
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2017,-0.610500611%,814
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2017,1.860465116%,876
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2017,7.738814994%,891
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2017,-0.131233596%,761
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2017,-93.879907621%,53
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2017,-38.227513228%,467
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2017,12.096774194%,973
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2017,-17.634173056%,752
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,December,NL,CE,2017,-25.164835165%,681
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,January,NL,CE,2018,-6.287787183%,775
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2018,-29.452054795%,618
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,February,NL,CE,2016,,1071
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,March,NL,CE,2016,,1153
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,April,NL,CE,2016,,945
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,May,NL,CE,2016,,971
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,June,NL,CE,2016,,1197
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,July,NL,CE,2016,,1050
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,August,NL,CE,2016,,1186
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,September,NL,CE,2016,,897
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,October,NL,CE,2016,,972
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Cproct,November,NL,CE,2016,,881
