CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RTN_SCORE,Count of RTN_SCORE
Non-Prog,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.719696970,132
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,February 2017,NL,SO,4.911602210,181
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,March 2017,NL,SO,4.836363636,220
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,April 2017,NL,SO,4.947712418,153
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,May 2017,NL,SO,4.718918919,185
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,June 2017,NL,SO,4.851851852,243
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,July 2017,NL,SO,4.804878049,205
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,August 2017,NL,SO,4.825327511,229
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,September 2017,NL,SO,4.827338129,139
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.859649123,57
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.791366906,139
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.893442623,122
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.815181518,303
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.846560847,189
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,February 2017,NL,SO,4.817142857,175
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,March 2017,NL,SO,4.720430108,186
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,April 2017,NL,SO,4.754189944,179
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,May 2017,NL,SO,4.748691099,191
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,June 2017,NL,SO,4.768888889,225
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,July 2017,NL,SO,4.673469388,196
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,August 2017,NL,SO,4.596899225,258
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,September 2017,NL,SO,4.761589404,151
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.574074074,54
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.745222930,157
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.65,100
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.692607004,257
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.712643678,174
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,February 2017,NL,SO,4.737704918,122
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,March 2017,NL,SO,4.555555556,153
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,April 2017,NL,SO,4.7,120
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,May 2017,NL,SO,4.638554217,166
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,June 2017,NL,SO,4.670588235,170
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,July 2017,NL,SO,4.6,160
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,August 2017,NL,SO,4.613636364,176
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,September 2017,NL,SO,4.354838710,124
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.769230769,52
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.495327103,107
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.766666667,60
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.705583756,197
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.621118012,161
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,February 2017,NL,SO,4.636363636,187
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,March 2017,NL,SO,4.676300578,173
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,April 2017,NL,SO,4.787234043,188
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,May 2017,NL,SO,4.817351598,219
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,June 2017,NL,SO,4.78125,256
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,July 2017,NL,SO,4.682819383,227
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,August 2017,NL,SO,4.758490566,265
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,September 2017,NL,SO,4.801104972,181
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,October 2017,NL,SO,4.676470588,68
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,November 2017,NL,SO,4.691275168,149
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,December 2017,NL,SO,4.669291339,127
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,January 2018,NL,SO,4.645270270,296
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,February 2018,NL,SO,4.777227723,202
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,February 2017,NL,SO,4.525423729,118
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,March 2017,NL,SO,4.709677419,124
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,April 2017,NL,SO,4.629629630,108
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,May 2017,NL,SO,4.512195122,123
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,June 2017,NL,SO,4.684210526,152
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,July 2017,NL,SO,4.720930233,129
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,August 2017,NL,SO,4.590361446,166
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,September 2017,NL,SO,4.567567568,111
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,3.944444444,36
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.695121951,82
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.592105263,76
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.494791667,192
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.721311475,122
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,February 2017,NL,SO,4.797979798,297
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,March 2017,NL,SO,4.708860759,316
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,April 2017,NL,SO,4.760956175,251
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,May 2017,NL,SO,4.741935484,341
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,June 2017,NL,SO,4.829977629,447
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,July 2017,NL,SO,4.724815725,407
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,August 2017,NL,SO,4.780621572,547
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,September 2017,NL,SO,4.746987952,332
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,October 2017,NL,SO,4.596491228,114
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,November 2017,NL,SO,4.595833333,240
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,December 2017,NL,SO,4.702928870,239
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,January 2018,NL,SO,4.688796680,482
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,February 2018,NL,SO,4.673352436,349
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,February 2017,NL,SO,4.692307692,143
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,March 2017,NL,SO,4.619047619,168
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,April 2017,NL,SO,4.744680851,141
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,May 2017,NL,SO,4.435582822,163
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,June 2017,NL,SO,4.86,200
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,July 2017,NL,SO,4.538461538,182
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,August 2017,NL,SO,4.68,225
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,September 2017,NL,SO,4.677419355,186
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,October 2017,NL,SO,4.454545455,44
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,November 2017,NL,SO,4.634146341,123
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,December 2017,NL,SO,4.417391304,115
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,January 2018,NL,SO,4.594936709,237
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,February 2018,NL,SO,4.629629630,162
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,February 2017,NL,SO,4.743119266,109
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,March 2017,NL,SO,4.789473684,114
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,April 2017,NL,SO,4.688888889,90
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,May 2017,NL,SO,4.842519685,127
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,June 2017,NL,SO,4.796178344,157
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,July 2017,NL,SO,4.830985915,142
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,August 2017,NL,SO,4.642458101,179
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,September 2017,NL,SO,4.860465116,86
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.810344828,58
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.774509804,102
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.918918919,74
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.797468354,158
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.590551181,127
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,February 2017,NL,SO,4.733333333,105
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,March 2017,NL,SO,4.794117647,136
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,April 2017,NL,SO,4.777777778,108
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,May 2017,NL,SO,4.748251748,143
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,June 2017,NL,SO,4.651162791,172
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,July 2017,NL,SO,4.794871795,156
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,August 2017,NL,SO,4.758241758,182
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,September 2017,NL,SO,4.586206897,116
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,October 2017,NL,SO,4.675675676,37
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,November 2017,NL,SO,4.698275862,116
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,December 2017,NL,SO,4.628318584,113
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,January 2018,NL,SO,4.706806283,191
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,February 2018,NL,SO,4.717741935,124
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.745454545,110
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.848484848,132
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.747747748,111
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.685039370,127
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.790849673,153
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.752808989,178
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.800995025,201
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.417475728,103
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.757575758,33
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.778761062,113
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.737704918,61
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.691056911,123
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.752380952,105
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.453237410,139
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.578947368,152
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.673469388,147
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.537414966,147
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.515789474,190
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.528089888,178
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.353535354,198
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.6,110
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.355555556,45
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.666666667,150
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.679611650,103
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.683333333,240
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.747058824,170
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.6,60
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.774647887,71
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.666666667,48
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.589743590,78
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.626666667,75
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.904761905,84
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.518072289,83
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.372549020,51
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.115384615,26
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.5,46
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.617021277,47
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.726315789,95
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.473684211,57
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.663551402,107
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.823529412,136
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.743119266,109
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.794117647,136
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.606936416,173
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.853658537,164
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.664670659,167
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.217391304,92
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.636363636,33
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.790697674,86
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.621052632,95
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.8125,160
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.820754717,106
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,February 2017,NL,SO,4.653846154,208
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,March 2017,NL,SO,4.543478261,184
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,April 2017,NL,SO,4.804347826,184
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,May 2017,NL,SO,4.742574257,202
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,June 2017,NL,SO,4.813229572,257
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,July 2017,NL,SO,4.759036145,249
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,August 2017,NL,SO,4.844522968,283
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,September 2017,NL,SO,4.834319527,169
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,October 2017,NL,SO,4.842105263,76
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,November 2017,NL,SO,4.658385093,161
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,December 2017,NL,SO,4.723404255,141
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,January 2018,NL,SO,4.726923077,260
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,February 2018,NL,SO,4.718446602,206
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.555555556,108
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.636363636,132
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.513043478,115
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.639639640,111
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.701149425,174
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.558441558,154
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.644970414,169
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.408695652,115
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.857142857,28
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.612903226,93
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.486842105,76
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.544041451,193
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.666666667,126
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.7,200
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.642857143,224
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.636363636,187
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.623762376,202
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.695652174,276
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.541401274,314
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.585760518,309
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.571428571,196
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.684931507,73
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.692307692,182
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.677852349,149
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.670487106,349
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.746341463,205
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.770925110,227
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.619047619,252
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.683615819,177
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.542857143,245
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.615384615,312
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.689655172,348
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.725490196,408
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.670995671,231
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.791044776,67
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.666666667,150
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.6,170
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.594771242,306
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.606965174,201
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.567567568,111
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.428571429,112
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4.84,125
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.621621622,148
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.707317073,164
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.663865546,119
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.636363636,176
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.658536585,82
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.607843137,51
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.477272727,88
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.473684211,95
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.609865471,223
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.376146789,109
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,February 2017,NL,SO,4.545454545,44
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,March 2017,NL,SO,4.666666667,36
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,April 2017,NL,SO,4,56
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,May 2017,NL,SO,4.547169811,53
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,June 2017,NL,SO,4.135135135,74
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,July 2017,NL,SO,4.272727273,66
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,August 2017,NL,SO,4.619047619,105
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,September 2017,NL,SO,4.878787879,33
Non-Prog,FL131 KENDALL HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.190476190,21
