CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELY_SCORE,Count of TIMELY_SCORE
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,May 2017,NL,SC,0.945205479,73
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,June 2017,NL,SC,0.936708861,79
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,July 2017,NL,SC,0.918918919,74
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,August 2017,NL,SC,0.969387755,98
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,September 2017,NL,SC,0.916666667,60
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,October 2017,NL,SC,0.866666667,15
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,November 2017,NL,SC,0.933333333,60
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,December 2017,NL,SC,1,58
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,January 2018,NL,SC,1,13
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,1,37
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,1,45
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,0.914893617,47
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,1,20
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,1,42
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,0.981818182,55
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,0.966101695,59
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.964285714,84
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.957446809,47
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,0.944444444,18
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,1,44
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,1,45
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,1,8
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,1,31
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,0.956521739,23
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,1,22
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,0.954545455,22
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,1,30
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,1,26
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,1,31
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.95,40
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.916666667,24
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,0.909090909,11
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,0.96,25
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,1,26
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,1,2
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,1,29
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,1,26
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,1,26
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,0.965517241,29
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,1,28
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,1,38
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,0.95,40
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.9,10
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.9375,32
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,1,1
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,0.92,25
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,0.952380952,21
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,1,3
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,0.868421053,38
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,0.935483871,31
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,0.863636364,44
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,0.954545455,44
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,0.923076923,52
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,0.953125,64
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,1,78
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.939024390,82
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.953125,64
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,1,13
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,0.957446809,47
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,0.928571429,56
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,1,6
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,0.981132075,53
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,1,51
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,1,54
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,1,39
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,1,51
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,1,73
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,1,57
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,1,82
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,1,61
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,0.956521739,23
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,1,66
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,1,49
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,1,8
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,0.923076923,78
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,0.807692308,78
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,0.882352941,102
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,0.833333333,90
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,0.855855856,111
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,0.824561404,114
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,0.784,125
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.776,125
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.808510638,94
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,0.7,30
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,0.706521739,92
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,0.811111111,90
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,0.833333333,18
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,January 2017,NL,SC,0.967741935,31
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,February 2017,NL,SC,0.904761905,42
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,March 2017,NL,SC,0.935483871,31
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,April 2017,NL,SC,0.939393939,33
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,May 2017,NL,SC,0.96,50
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,June 2017,NL,SC,0.964285714,56
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,July 2017,NL,SC,0.964285714,56
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,August 2017,NL,SC,0.96875,64
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,September 2017,NL,SC,0.980769231,52
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,0.833333333,6
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,0.964285714,56
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,0.90625,32
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,0.928571429,14
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,January 2017,NL,SC,0.954545455,66
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,February 2017,NL,SC,0.983050847,59
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,March 2017,NL,SC,1,64
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,April 2017,NL,SC,0.954545455,66
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,May 2017,NL,SC,0.923076923,52
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,June 2017,NL,SC,0.955882353,68
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,July 2017,NL,SC,0.910447761,67
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,August 2017,NL,SC,0.928571429,56
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,September 2017,NL,SC,0.918032787,61
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,October 2017,NL,SC,0.941176471,17
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,November 2017,NL,SC,0.906666667,75
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,December 2017,NL,SC,0.9375,64
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,January 2018,NL,SC,0.888888889,9
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.933333333,60
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.958333333,48
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.903846154,52
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.953488372,43
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.907692308,65
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.9375,80
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.958904110,73
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.915662651,83
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.938271605,81
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,0.904761905,21
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.986486486,74
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.926470588,68
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.941176471,17
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.864864865,37
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.8,5
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.857142857,7
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.9,10
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.7,10
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.833333333,12
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.947368421,19
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.538461538,13
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.789473684,19
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,0.75,4
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.375,8
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.863636364,22
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.5,4
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.933333333,15
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.954545455,22
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.875,16
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.818181818,11
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.882352941,17
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.740740741,27
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.714285714,35
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.828571429,35
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.886363636,44
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,1,9
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.894736842,38
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.907407407,54
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.909090909,11
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,1,4
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,1,5
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.75,8
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.5,6
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.857142857,7
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,1,5
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.736842105,19
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,1,8
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.866666667,15
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,1,2
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,1,18
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.9375,16
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.666666667,3
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.865384615,104
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.926605505,109
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.888,125
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.901785714,112
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.891428571,175
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.883720930,215
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.875,192
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.948497854,233
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.920398010,201
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,0.886363636,44
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.888111888,143
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.908108108,185
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.931034483,29
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.888888889,27
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.913043478,23
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.769230769,26
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.625,16
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.952380952,21
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.810810811,37
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.791666667,24
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.8125,32
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,1,15
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,0.714285714,7
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.730769231,26
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.962962963,27
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,1,3
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,January 2017,NL,SC,0.953488372,43
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,February 2017,NL,SC,0.982142857,56
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,March 2017,NL,SC,0.958333333,96
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,April 2017,NL,SC,0.962962963,54
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,May 2017,NL,SC,0.921052632,76
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,June 2017,NL,SC,0.935483871,93
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,July 2017,NL,SC,0.918918919,74
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,August 2017,NL,SC,0.855421687,83
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,September 2017,NL,SC,0.926829268,82
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,October 2017,NL,SC,1,23
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,November 2017,NL,SC,0.897058824,68
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,December 2017,NL,SC,0.983606557,61
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,January 2018,NL,SC,0.888888889,9
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,January 2017,NL,SC,1,11
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,February 2017,NL,SC,1,4
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,March 2017,NL,SC,1,15
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,April 2017,NL,SC,1,6
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,May 2017,NL,SC,0.9,10
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,June 2017,NL,SC,0.923076923,13
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,July 2017,NL,SC,0.875,8
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,August 2017,NL,SC,0.875,8
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,September 2017,NL,SC,0.833333333,6
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,October 2017,NL,SC,1,2
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,November 2017,NL,SC,1,8
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,December 2017,NL,SC,0.8,10
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,January 2018,NL,SC,1,1
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.906976744,43
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.949152542,59
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.903846154,52
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.914893617,47
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.803921569,51
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.852459016,61
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.857142857,56
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.894736842,57
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.871794872,39
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,1,15
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.975,40
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,1,40
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.8,5
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,January 2017,NL,SC,0.893129771,131
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,February 2017,NL,SC,0.861788618,123
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,March 2017,NL,SC,0.878787879,132
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,April 2017,NL,SC,0.928571429,140
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,May 2017,NL,SC,0.886597938,194
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,June 2017,NL,SC,0.908602151,186
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,July 2017,NL,SC,0.854700855,234
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,August 2017,NL,SC,0.882653061,196
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,September 2017,NL,SC,0.935135135,185
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,0.936170213,47
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,0.907407407,162
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,0.90625,160
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,0.814814815,27
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,January 2017,NL,SC,0.96875,32
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,February 2017,NL,SC,0.914893617,47
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,March 2017,NL,SC,0.8125,32
