DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Gr Profit - CP,Cp Gross,Cp Sales
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.753959968,50550,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.755826240,37913,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.754019546,38268,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.747718033,29244,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.759913425,28439,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.754682242,23774,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.733000548,24082,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.744750193,22166,
AZ036 CHAPMAN SCOTTSDALE HYUNDAI,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.728207547,23157,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,February 2017,NL,WE,0.785775493,44016,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,March 2017,NL,WE,0.768019936,48694,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,April 2017,NL,WE,0.774561821,42336,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,May 2017,NL,WE,0.782294279,53656,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.787351828,50348,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.766509958,41413,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.774993690,33775,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.760965578,32564,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.758678472,36673,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.747860173,39493,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.778153938,39075,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.778270042,33201,
AZ042 EARNHARDT HYUNDAI,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.779322399,38345,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,February 2017,NL,WE,0.868768287,46023,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,March 2017,NL,WE,0.856409396,51042,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,April 2017,NL,WE,0.842233575,46984,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,May 2017,NL,WE,0.841813235,47336,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.813513971,48038,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.806866041,41765,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.799090909,39555,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.814837497,38585,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.800588528,33736,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.778958814,35103,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.818165878,41994,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.815675946,50483,
AZ043 EARNHARDT HYUNDAI NORTH SCOTTS,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.853366124,30536,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,February 2017,NL,WE,0.791882383,55370,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,March 2017,NL,WE,0.779782743,60586,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,April 2017,NL,WE,0.772092086,61274,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,May 2017,NL,WE,0.773982657,68547,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.776141265,76304,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.789587445,50412,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.791208791,58608,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.784109460,66763,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.784292286,62403,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.786145052,59964,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.771453371,52438,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.774163822,73928,
AZ046 AUTONATION HYUNDAI TEMPE,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.788246368,73690,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,February 2017,NL,WE,0.751949932,32200,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,March 2017,NL,WE,0.742381009,30961,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,April 2017,NL,WE,0.745708441,33536,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,May 2017,NL,WE,0.757525757,37646,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.745121706,44448,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.734901048,31564,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.742335010,29369,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.739230565,25037,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.733698487,36569,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.726512531,30669,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.723948543,24649,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.719191492,27184,
AZ047 CAMELBACK HYUNDAI,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.736071821,31484,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,February 2017,NL,WE,0.839939700,9472,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,March 2017,NL,WE,0.773676542,6372,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,April 2017,NL,WE,0.775435272,6547,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,May 2017,NL,WE,0.800343186,14459,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,June 2017,NL,WE,0.759433452,7024,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,July 2017,NL,WE,0.817047512,16698,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,August 2017,NL,WE,0.782884790,7767,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,September 2017,NL,WE,0.811695579,5802,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,October 2017,NL,WE,0.794830525,8395,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,November 2017,NL,WE,0.787416932,10901,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,December 2017,NL,WE,0.816398657,9240,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,January 2018,NL,WE,0.813829370,10369,
AZ050 RODEO HYUNDAI,Non-Prog,WE2,Cp Gross,February 2018,NL,WE,0.807777532,14582,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.091580048,8934,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.145762547,8966,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.092889452,10268,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.082933935,12753,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.176207732,9385,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.768989631,3189,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.767815557,3297,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.788732394,3752,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.788273035,4423,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.786568014,2764,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.807285974,2216,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.017294039,1727,
"CO012 SPRADLEY HYUNDAI, INC.",Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.074576463,10556,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.779827683,58289,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.777987335,50738,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.762202565,40585,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.769050410,42640,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.793483322,64753,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.806369182,58694,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.792606209,50019,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.786377219,49736,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.798838084,57339,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.786504830,53653,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.795629234,48858,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.766613647,48197,
CO018 SHORTLINE HYUNDAI,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.771771561,55096,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.700445350,18559,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.705669553,11899,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.730763187,13951,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.730293441,10154,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.743481990,8669,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.773923119,11355,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.797823336,15761,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.735484716,11236,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.785908122,16218,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.766831827,15786,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.799503243,17382,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.730704320,12989,
CO025 PHIL LONG HYUN OF CHAPEL HILLS,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.619504937,4580,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.798978209,22989,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.775702783,27456,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.785727759,24994,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.797424384,28236,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.808488794,32287,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.804310804,30226,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.806480077,29247,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.777654832,24598,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.758098812,24244,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.774132011,32464,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.757200485,26842,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.767354726,33383,
CO027 AUTONATION HYUNDAI 104,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.741213628,22060,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.783523489,62562,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.773975895,82132,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.779715128,60325,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.782403282,75516,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.796975687,89914,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.802859114,77952,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.801482326,98406,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.798938535,62171,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.801024469,78502,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.815416468,71680,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.818850121,74630,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.808511189,93645,
CO030 MCDONALD AUTO GROUP HYUNDAI,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.781115053,68917,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.726303061,40243,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.721534262,50226,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.718418952,33298,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.775800407,36226,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.798732529,46003,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.777033058,46141,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.765880566,43875,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.743569824,35414,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.686490985,37122,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.695446150,37278,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.693040082,38506,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.684329066,46184,
CO032 PLANET HYUNDAI,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.679304523,48681,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.832533333,48391,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.845669571,61925,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.823982940,45207,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.827179050,57235,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.819209707,62382,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.793613175,52238,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.779636809,53494,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.766431810,46993,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.812306626,63273,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.747864738,42905,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.773448998,44669,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.796637569,54208,
CO034 ARAPAHOE HYUNDAI,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.834361705,67071,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.736885647,19596,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.733179694,22906,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.720854149,16305,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.696806754,14773,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.726752752,25158,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.712882778,15970,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.722086821,20443,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.704628579,16761,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.693338487,16143,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.695115801,17918,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.713322021,17236,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.709191341,17461,
CO038 PHIL LONG HYUNDAI OF MOTOR CIT,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.726678861,16686,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.680505103,7868,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.732075229,11405,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.725193023,10144,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.696131896,10978,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.736629714,15881,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.739739256,10724,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.738337802,9639,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.737714433,11439,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.691172664,10680,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.728327369,12619,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.688380833,6594,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.704940091,11002,
CO040 HYUNDAI OF GREELEY,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.760865808,17611,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.694095769,13437,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.811094661,17531,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.810326752,18550,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.768623691,20842,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.770592091,21162,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.753386832,17462,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.788388983,16717,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.803743648,15501,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.810835723,15834,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.781964780,23179,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.785569732,17856,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.741856177,18105,
CO045 STEVINSON HYUNDAI OF LONGMONT,Non-Prog,WE3,Cp Gross,February 2018,NL,WE,0.785471924,16436,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.622551929,3147,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.693258068,6509,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.667197960,4186,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.725795399,7414,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.854662379,3987,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.727293040,6510,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.756769733,7881,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.745015637,7623,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.653148346,3060,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.688983351,3890,
CO046 GRAND WEST HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.706431986,3251,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,February 2017,NL,WE,0.689942561,24504,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,March 2017,NL,WE,0.684400838,31041,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,April 2017,NL,WE,0.662752641,23085,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,May 2017,NL,WE,0.663904963,26043,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,June 2017,NL,WE,0.654747983,33034,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,July 2017,NL,WE,0.647278734,22335,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,August 2017,NL,WE,0.650085763,26151,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,September 2017,NL,WE,0.672587241,22531,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,October 2017,NL,WE,0.682276948,30420,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,November 2017,NL,WE,0.727601829,35173,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,December 2017,NL,WE,0.720049250,25147,
CO047 BOULDER HYUNDAI,Non-Prog,WE3,Cp Gross,January 2018,NL,WE,0.731225296,25715,
