DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cpdol,Cpdol
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,December,NL,SC,2016,,49837.73
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,January,NL,SC,2017,,62471.61
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,February,NL,SC,2017,-5.775036201%,39159.16
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,March,NL,SC,2017,-16.674006779%,52938.82
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,April,NL,SC,2017,32.138224090%,53181.05
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,May,NL,SC,2017,3.502838145%,55982.76
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,June,NL,SC,2017,-13.004126767%,53606.57
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,July,NL,SC,2017,-3.141319850%,53888.15
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,August,NL,SC,2017,-25.901984070%,42228.4
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,September,NL,SC,2017,45.688199169%,94004.99
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,October,NL,SC,2017,16.311239330%,58895.08
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,November,NL,SC,2017,-9.463828072%,44999.61
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,December,NL,SC,2017,-7.029794495%,46334.24
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,January,NL,SC,2018,-22.797683620%,48229.53
TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,Cpdol,February,NL,SC,2018,47.068195538%,57590.67
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,February,NL,SC,2016,,8526.13
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,March,NL,SC,2016,,5705.08
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,April,NL,SC,2016,,5881.64
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,May,NL,SC,2016,,7981.25
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,June,NL,SC,2016,,5581.49
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,July,NL,SC,2016,,8685.2
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,August,NL,SC,2016,,9435.29
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,September,NL,SC,2016,,11478.67
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,October,NL,SC,2016,,7499.12
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,November,NL,SC,2016,,7645.69
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,December,NL,SC,2016,,6798.33
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,January,NL,SC,2017,,10028.34
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,February,NL,SC,2017,87.062594636%,15949.2
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,March,NL,SC,2017,99.422269276%,11377.2
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,April,NL,SC,2017,85.405431138%,10904.88
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,May,NL,SC,2017,57.646859828%,12582.19
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,June,NL,SC,2017,101.042732317%,11221.18
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,July,NL,SC,2017,48.505733892%,12898.02
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,August,NL,SC,2017,-18.524708832%,7687.43
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,September,NL,SC,2017,32.389728078%,15196.58
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,October,NL,SC,2017,446.335836738%,40970.38
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,November,NL,SC,2017,25.821737476%,9619.94
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,December,NL,SC,2017,30.608987796%,8879.23
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,January,NL,SC,2018,-45.321359268%,5483.36
TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,Cpdol,February,NL,SC,2018,-12.189639606%,14005.05
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,64826.87
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,63118.36
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,53135.91
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,55511.38
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,101869.7
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,82021.16
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,65643.37
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,54371.73
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,70347.02
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,62534.18
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,62842.1
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,62185.67
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-0.933085309%,64221.98
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-6.719566224%,58877.08
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,April,NL,SC,2017,31.576536470%,69914.39
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,May,NL,SC,2017,25.112472434%,69451.66
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,June,NL,SC,2017,3.503514784%,105438.72
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,July,NL,SC,2017,5.795711741%,86774.87
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,August,NL,SC,2017,34.751308472%,88455.3
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,September,NL,SC,2017,97.544716712%,107408.48
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,October,NL,SC,2017,1.532588019%,71425.15
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,November,NL,SC,2017,10.427801244%,69055.12
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,December,NL,SC,2017,16.356105222%,73120.62
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,January,NL,SC,2018,34.972381901%,83933.48
TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,Cpdol,February,NL,SC,2018,12.972661385%,72553.28
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,19859.2
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,22292.27
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,17306.41
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,12865.47
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,26445.54
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,17126.22
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,33176.26
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,17637.61
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,26718.92
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,22155.01
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,16535.12
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,22964.62
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-13.850960764%,17108.51
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-11.487928327%,19731.35
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2017,-0.331726799%,17249
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2017,71.476207243%,22061.22
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2017,-11.621392492%,23372.2
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2017,17.791374863%,20173.21
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2017,-54.153391612%,15210.19
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2017,88.450759485%,33238.21
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2017,-43.294115181%,15151.2
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2017,-13.060657612%,19261.42
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2017,8.180466788%,17887.77
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2018,-45.457751968%,12525.42
TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2018,7.065314279%,18317.28
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,26309.79
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,21474.99
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,13359.88
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,23590.33
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,28078.04
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,20393.04
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,21139.04
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,15583.9
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,21030.02
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,19458.97
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,16245.54
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,21354.62
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-20.204988333%,20993.9
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-2.868918682%,20858.89
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2017,31.191073573%,17526.97
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2017,13.821044470%,26850.76
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2017,-42.507204919%,16142.85
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2017,63.895868394%,33423.35
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2017,-3.356254589%,20429.56
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2017,3.833700165%,16181.34
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2017,-40.745657874%,12461.2
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2017,-7.885617790%,17924.51
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2017,36.490569104%,22173.63
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2018,-2.939317113%,20726.94
TX117 MAC HAIK HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2018,-32.379595978%,14196.16
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,15849.71
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,21289.31
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,10053.22
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,8206.49
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,16289.31
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,26060.62
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,25566.84
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,19499.14
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,25238.01
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,21438.84
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,14971.25
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,20896.19
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-16.048684802%,13306.04
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-31.417363926%,14600.77
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,April,NL,SC,2017,179.642542389%,28113.08
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,May,NL,SC,2017,101.601293610%,16544.39
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,June,NL,SC,2017,-20.257457191%,12989.51
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,July,NL,SC,2017,-52.086750047%,12486.49
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,August,NL,SC,2017,-46.312997617%,13726.07
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,September,NL,SC,2017,-46.155676609%,10499.18
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,October,NL,SC,2017,-50.350324768%,12530.59
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,November,NL,SC,2017,-45.107291253%,11768.36
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,December,NL,SC,2017,-19.700025048%,12021.91
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,January,NL,SC,2018,-45.727714000%,11340.84
TX125 HYUNDAI OF DEL RIO,Non-Prog,SCE,Cpdol,February,NL,SC,2018,-29.649617768%,9360.85
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,22162.25
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,18646.28
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,15426.04
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,16990.19
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,20449.22
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,20910.94
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,16120.3
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,14757.73
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,14390.39
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,10837.36
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,9543.14
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,9038.89
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-61.360692168%,8563.34
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-35.129795326%,12095.88
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2017,-10.041073406%,13877.1
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2017,25.920604773%,21394.15
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2017,-24.812877948%,15375.18
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2017,-46.313939019%,11226.26
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2017,-4.254573426%,15434.45
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2017,9.549165082%,16166.97
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2017,-17.432119630%,11881.84
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2017,13.418304827%,12291.55
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2017,50.976617759%,14407.91
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2018,137.543547936%,21471.3
TX148 BERT OGDEN HARLINGEN HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2018,65.262152384%,14151.96
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,29684.89
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,38227.11
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,27309.28
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,34247.41
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,28456.69
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,24763.93
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,32266.28
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,27673.86
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,21220.85
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,18412.72
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,22180.77
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,26712.38
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,February,NL,SC,2017,-42.559901687%,17051.03
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,March,NL,SC,2017,-24.961421358%,28685.08
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,April,NL,SC,2017,-53.176905433%,12787.05
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,May,NL,SC,2017,-54.228626340%,15675.51
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,June,NL,SC,2017,-12.815334461%,24809.87
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,July,NL,SC,2017,-11.368712478%,21948.59
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,August,NL,SC,2017,-27.736169152%,23316.85
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,September,NL,SC,2017,-26.548193855%,20326.95
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,October,NL,SC,2017,17.183147706%,24867.26
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,November,NL,SC,2017,32.307285398%,24361.37
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,December,NL,SC,2017,-31.665852899%,15157.04
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,January,NL,SC,2018,-5.367361501%,25278.63
TX154 BROWN HYUNDAI OF LAREDO,Non-Prog,SCE,Cpdol,February,NL,SC,2018,30.545251519%,22259.31
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2016,,20416.73
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2016,,16129.7
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2016,,18812.59
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2016,,15064.02
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2016,,19527.62
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2016,,26426.14
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2016,,23315.34
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2016,,24501.21
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2016,,22547
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2016,,29486.79
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2016,,23293.27
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2017,,20195.28
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2017,19.718730668%,24442.65
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,March,NL,SC,2017,100.407881114%,32325.19
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,April,NL,SC,2017,15.166970630%,21665.89
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,May,NL,SC,2017,33.201761548%,20065.54
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,June,NL,SC,2017,36.331974916%,26622.39
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,July,NL,SC,2017,-18.016554820%,21665.06
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,August,NL,SC,2017,32.853048680%,30975.14
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,September,NL,SC,2017,2.405309779%,25090.54
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,October,NL,SC,2017,1.548631747%,22896.17
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,November,NL,SC,2017,-22.629014552%,22814.22
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,December,NL,SC,2017,-7.807405315%,21474.67
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,January,NL,SC,2018,35.554644452%,27375.64
TX160 TIPTON HYUNDAI,Non-Prog,SCE,Cpdol,February,NL,SC,2018,-11.474492332%,21637.98
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,February,NL,SC,2016,,103348.66
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,March,NL,SC,2016,,119433.48
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,April,NL,SC,2016,,76010.85
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,May,NL,SC,2016,,96431.31
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,June,NL,SC,2016,,106255.38
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,July,NL,SC,2016,,112343.67
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,August,NL,SC,2016,,98319.63
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,September,NL,SC,2016,,90804.91
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,October,NL,SC,2016,,95989.06
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,November,NL,SC,2016,,49487.1
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,December,NL,SC,2016,,64565.65
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,January,NL,SC,2017,,60554.19
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,February,NL,SC,2017,-41.647119566%,60306.92
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,March,NL,SC,2017,-31.180327325%,82193.73
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,April,NL,SC,2017,-4.401661079%,72665.11
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,May,NL,SC,2017,-16.192157920%,80817
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,June,NL,SC,2017,-21.440043789%,83474.18
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,July,NL,SC,2017,-57.356734029%,47907.01
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,August,NL,SC,2017,-21.115152691%,77559.29
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,September,NL,SC,2017,-13.029603796%,78973.39
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,October,NL,SC,2017,-11.296453992%,85145.7
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,November,NL,SC,2017,72.515423211%,85372.88
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,December,NL,SC,2017,54.793129164%,99943.19
TX167 HYUNDAI OF PHARR,Prog,SCE,Cpdol,January,NL,SC,2018,87.446351772%,113506.62
