DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cpdol,Cpdol
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cpdol,November,NL,CE,2017,42.535887984%,110903.44
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cpdol,December,NL,CE,2017,39.281715581%,104669.29
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cpdol,January,NL,CE,2018,50.259124492%,110103.26
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cpdol,February,NL,CE,2018,39.563942659%,99355.18
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,February,NL,CE,2016,,100463.15
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,March,NL,CE,2016,,109599.24
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,April,NL,CE,2016,,134242.31
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,May,NL,CE,2016,,134028.28
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,June,NL,CE,2016,,123376.79
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,July,NL,CE,2016,,95065.86
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,August,NL,CE,2016,,103698.85
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,September,NL,CE,2016,,97111.13
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,October,NL,CE,2016,,115873.54
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,November,NL,CE,2016,,113679.58
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,December,NL,CE,2016,,102225.08
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,January,NL,CE,2017,,86161.44
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,February,NL,CE,2017,-14.090738744%,86307.15
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,March,NL,CE,2017,9.327336576%,119821.93
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,April,NL,CE,2017,-26.688232644%,98415.41
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,May,NL,CE,2017,-1.919460580%,131455.66
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,June,NL,CE,2017,-11.698205149%,108943.92
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,July,NL,CE,2017,3.755785726%,98636.33
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,August,NL,CE,2017,6.024656975%,109946.35
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,September,NL,CE,2017,-2.661569276%,94526.45
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,October,NL,CE,2017,4.739684314%,121365.58
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,November,NL,CE,2017,-1.872130421%,111551.35
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,December,NL,CE,2017,29.031094913%,131902.14
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,January,NL,CE,2018,41.820528998%,122194.61
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cpdol,February,NL,CE,2018,-7.379759383%,79937.89
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,February,NL,CE,2016,,142628.1
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,March,NL,CE,2016,,164453.44
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,April,NL,CE,2016,,156618.23
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,May,NL,CE,2016,,141522.66
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,June,NL,CE,2016,,142137
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,July,NL,CE,2016,,130615.6
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,August,NL,CE,2016,,149249.52
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,September,NL,CE,2016,,129535.69
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,October,NL,CE,2016,,134912.54
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,November,NL,CE,2016,,139892.43
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,December,NL,CE,2016,,158426.61
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,January,NL,CE,2017,,97332.49
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,February,NL,CE,2017,-39.877310292%,85751.85
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,March,NL,CE,2017,-23.616410821%,125615.44
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,April,NL,CE,2017,-20.367296962%,124719.33
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,May,NL,CE,2017,-12.859551962%,123323.48
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,June,NL,CE,2017,-5.044865165%,134966.38
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,July,NL,CE,2017,-5.753945164%,123100.05
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,August,NL,CE,2017,1.511301343%,151505.13
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,September,NL,CE,2017,-13.583769848%,111939.86
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,October,NL,CE,2017,-8.586762950%,123327.92
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,November,NL,CE,2017,-15.286273889%,118508.09
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,December,NL,CE,2017,-28.895701297%,112648.13
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,January,NL,CE,2018,30.984771889%,127490.74
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cpdol,February,NL,CE,2018,10.564856618%,94811.41
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,March,NL,CE,2016,,47277.15
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,April,NL,CE,2016,,211287.61
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,May,NL,CE,2016,,130663.35
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,June,NL,CE,2016,,147195.49
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,July,NL,CE,2016,,130039.23
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,August,NL,CE,2016,,134490.58
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,September,NL,CE,2016,,163669.38
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,October,NL,CE,2016,,110905.59
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,November,NL,CE,2016,,96115.04
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,December,NL,CE,2016,,108580.93
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,January,NL,CE,2017,,104173.21
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,February,NL,CE,2017,,103736.89
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,March,NL,CE,2017,103.489063956%,96203.83
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,April,NL,CE,2017,-63.931330379%,76208.63
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,May,NL,CE,2017,-12.734680383%,114023.79
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,June,NL,CE,2017,20.301090747%,177077.78
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,July,NL,CE,2017,10.480944866%,143668.57
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,August,NL,CE,2017,16.610211659%,156829.75
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,September,NL,CE,2017,-10.204028389%,146968.51
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,October,NL,CE,2017,21.773014327%,135053.08
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,November,NL,CE,2017,78.786514577%,171840.73
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,December,NL,CE,2017,38.214767547%,150074.88
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,January,NL,CE,2018,42.903429778%,148867.09
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cpdol,February,NL,CE,2018,51.343499887%,156999.04
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,89576.72
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,102674.18
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,89149.78
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,75159.88
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,99735.97
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,85520.8
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,106639.46
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,104443.99
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,112572.87
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,108350.95
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,87991.59
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,94017.39
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,13.936076248%,102060.2
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,12.064347629%,115061.15
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,19.719644849%,106729.8
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,51.517950800%,113880.71
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,0.571569114%,100306.03
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,11.038799918%,94961.27
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-79.903649175%,21430.64
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-60.567908216%,41184.45
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,4.489038966%,117626.31
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,-3.126396215%,104963.47
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,4.694960052%,92122.76
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,18.553322954%,111460.74
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,-12.801572013%,88994.89
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,161453.36
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,206175.38
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,198868.55
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,187959.65
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,218956.81
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,197552.72
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,204174.53
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,201675.8
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,197290.87
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,207624.91
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,229634.05
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,172537.78
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,14.061670813%,184156.4
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,-9.948282865%,185664.47
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,-11.886831779%,175229.38
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,12.785877182%,211991.94
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,-4.370524032%,209387.25
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,-21.010290316%,156046.32
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-48.706462065%,104728.34
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-35.043629429%,131001.28
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,-11.465142812%,174671.19
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,-16.762059042%,172822.7
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,-30.032693322%,160668.76
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,7.610449143%,185668.68
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,-18.908721065%,149334.78
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,136399.14
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,148115.12
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,132130.26
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,148275.25
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,129398.5
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,114970.38
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,132910.65
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,129516.02
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,121371.93
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,70711.04
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,58868.47
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,40912.35
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,-69.243889661%,41951.07
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,-52.555059875%,70273.13
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,-14.279340705%,113262.93
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,2.338448258%,151742.59
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,3.510017504%,133940.41
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,7.725789895%,123852.75
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-9.639964894%,120098.11
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-17.149446069%,107304.74
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,22.871458005%,149131.46
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,127.153553391%,160622.64
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,99.324511067%,117339.29
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,234.864655782%,137001
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,254.572386354%,148746.91
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,247862.13
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,262771.31
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,262980.74
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,256488.18
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,260583.08
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,206914.12
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,257164.63
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,230630.83
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,220717.63
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,177949.42
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,194070.6
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,199414.8
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,-30.855802780%,171382.28
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,-6.019241598%,246954.47
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,-3.798791501%,252990.65
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,10.916070284%,284486.61
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,11.357606181%,290179.08
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,15.177001937%,238317.48
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-11.598126850%,227338.35
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-2.338186963%,225238.25
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,27.023573060%,280363.42
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,42.775980950%,254069.03
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,6.418318900%,206526.67
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,13.762935349%,226860.13
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,20.432293234%,206399.61
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,147087.35
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,148091.8
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,161289.88
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,147431.93
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,157863.61
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,140735.22
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,172115.6
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,140425.6
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,165194.43
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,155587.88
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,177737.84
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,160823.68
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,6.224029463%,156242.11
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,8.877169431%,161238.16
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,-5.395645406%,152587.25
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,23.225030019%,181673.04
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,-1.306843293%,155800.58
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,10.148852576%,155018.23
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-87.263995826%,21920.65
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-41.274853018%,82465.14
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,1.740046562%,168068.89
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,13.894437022%,177205.94
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,-13.322964879%,154057.89
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,-3.129153617%,155791.26
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,-5.092007526%,148286.25
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,52049.98
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,60466.34
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,57506.94
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,56346.79
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,69372.99
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,48303.45
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,57812.35
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,54920.12
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,68691.12
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,55489.14
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,56369.45
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,51840.88
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2017,-9.270743236%,47224.56
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,March,NL,CE,2017,-0.794640456%,59985.85
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,April,NL,CE,2017,17.084616222%,67331.78
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,May,NL,CE,2017,-3.451589700%,54401.93
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,June,NL,CE,2017,-13.490870150%,60013.97
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,July,NL,CE,2017,13.355195126%,54754.47
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-75.744421391%,14022.72
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,September,NL,CE,2017,-34.394462357%,36030.64
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,October,NL,CE,2017,-20.337010082%,54721.4
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,November,NL,CE,2017,-5.805226032%,52267.87
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,December,NL,CE,2017,-7.914127244%,51908.3
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,January,NL,CE,2018,53.850686948%,79757.55
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cpdol,February,NL,CE,2018,30.009173193%,61396.26
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,February,NL,CE,2016,,93894.39
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,March,NL,CE,2016,,101679.92
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,April,NL,CE,2016,,108731.71
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,May,NL,CE,2016,,112778.01
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,June,NL,CE,2016,,94635.86
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,July,NL,CE,2016,,100442.87
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,August,NL,CE,2016,,89967
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,September,NL,CE,2016,,109451.41
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,October,NL,CE,2016,,97697.5
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,November,NL,CE,2016,,52457.71
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,December,NL,CE,2016,,55778.53
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,January,NL,CE,2017,,49548.05
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,February,NL,CE,2017,-48.157094370%,48677.58
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,March,NL,CE,2017,-48.129011116%,52742.38
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,April,NL,CE,2017,-29.881788854%,76240.73
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,May,NL,CE,2017,-30.458969794%,78426.99
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,June,NL,CE,2017,-8.145823370%,86926.99
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,July,NL,CE,2017,-36.679726495%,63600.7
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Cpdol,August,NL,CE,2017,-13.708470884%,77633.9
